Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Notes,ID,Currency conversion fee,Currency (Currency conversion fee)
Market buy,2022-03-11 10:48:18,IE00BF01VY89,GOOE,"Leverage Shares 2x Alphabet",0.2742580000,72.96,EUR,1.00000,,"EUR",20.01,"EUR",,,,,,,,EOF1828266110,,
Market buy,2022-03-11 10:48:22,IE00BD09ZW40,NFL2,"Leverage Shares 2x Netflix",0.2996200000,29.28,USD,1.09798,,"EUR",8.00,"EUR",,,,,,,,EOF1828266117,0.01,"EUR"
Market buy,2022-03-11 10:48:41,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.3828380000,44.11,USD,1.09798,,"EUR",15.40,"EUR",,,,,,,,EOF1828266131,0.02,"EUR"
Market buy,2022-03-11 10:48:44,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",5.4249000000,2.21,EUR,1.00000,,"EUR",12.00,"EUR",,,,,,,,EOF1828266138,,
Market buy,2022-03-11 10:48:44,XS2820605314,MSF2,"Leverage Shares 2x Microsoft",0.0729894000,150.13,USD,1.09798,,"EUR",9.99,"EUR",,,,,,,,EOF1828266141,0.01,"EUR"
Market buy,2022-03-11 13:02:24,CA89788C1041,TCNNF,"Trulieve Cannabis",1.1160240000,19.67,USD,1.09870,,"EUR",20.01,"EUR",,,,,,,,EOF1828271836,0.03,"EUR"
Market buy,2022-03-11 13:03:54,CA4433003064,HEOFF,"H2O Innovation",4.8234000000,1.82,USD,1.09869,,"EUR",8.00,"EUR",,,,,,,,EOF1828271912,0.01,"EUR"
Market buy,2022-03-11 14:30:04,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",0.1040588000,105.35,USD,1.09845,,"EUR",9.99,"EUR",,,,,,,,EOF1828276397,0.01,"EUR"
Market buy,2022-03-11 14:30:05,US4581401001,INTC,"Intel",0.1394000000,47.20,USD,1.09844,,"EUR",6.00,"EUR",,,,,,,,EOF1828276717,0.01,"EUR"
Market buy,2022-03-11 14:30:05,CA67077M1086,NTR,"Nutrien",0.1396660000,98.94,USD,1.09845,,"EUR",12.60,"EUR",,,,,,,,EOF1828276673,0.02,"EUR"
Market buy,2022-03-11 14:30:06,CA7063271034,PBA,"Pembina Pipeline",0.1787470000,36.81,USD,1.09844,,"EUR",6.00,"EUR",,,,,,,,EOF1828276854,0.01,"EUR"
Market buy,2022-03-11 14:30:06,US83406F1021,SOFI,"SoFi Technologies",0.6926000000,9.50,USD,1.09844,,"EUR",6.00,"EUR",,,,,,,,EOF1828276836,0.01,"EUR"
Market buy,2022-03-11 14:30:06,CA1366351098,CSIQ,"Canadian Solar",0.2480660000,35.38,USD,1.09844,,"EUR",8.00,"EUR",,,,,,,,EOF1828277094,0.01,"EUR"
Market buy,2022-03-11 14:30:06,US60770K1079,MRNA,"Moderna",0.0623559000,140.75,USD,1.09844,,"EUR",8.00,"EUR",,,,,,,,EOF1828277071,0.01,"EUR"
Market buy,2022-03-11 14:30:08,US5533681012,MP,"MP Materials",0.2386280000,45.94,USD,1.09845,,"EUR",9.99,"EUR",,,,,,,,EOF1828277731,0.01,"EUR"
Market buy,2022-03-11 14:30:08,US09075V1026,BNTX,"BioNTech",0.0765491000,143.21,USD,1.09845,,"EUR",9.99,"EUR",,,,,,,,EOF1828277663,0.01,"EUR"
Market buy,2022-03-11 14:30:08,US87918A1051,TDOC,"Teladoc Health",0.0359200000,61.16,USD,1.09843,,"EUR",2.00,"EUR",,,,,,,,EOF1828277646,,
Market buy,2022-03-11 14:30:08,CA2926717083,UUUU,"Energy Fuels",0.8803000000,9.97,USD,1.09844,,"EUR",8.00,"EUR",,,,,,,,EOF1828277631,0.01,"EUR"
Market buy,2022-03-11 14:30:08,US88579Y1010,MMM,"3M",0.0304699000,143.84,USD,1.09844,,"EUR",4.00,"EUR",,,,,,,,EOF1828277577,0.01,"EUR"
Market buy,2022-03-11 14:30:08,US34959E1091,FTNT,"Fortinet",0.0300352000,292.21,USD,1.09844,,"EUR",8.00,"EUR",,,,,,,,EOF1828277553,0.01,"EUR"
Market buy,2022-03-11 14:30:08,CA13321L1085,CCJ,"Cameco",0.5333630000,27.35,USD,1.09845,,"EUR",13.30,"EUR",,,,,,,,EOF1828277838,0.02,"EUR"
Market buy,2022-03-11 14:30:08,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.2164740000,60.79,USD,1.09845,,"EUR",12.00,"EUR",,,,,,,,EOF1828277816,0.02,"EUR"
Market buy,2022-03-11 14:30:08,CA87971M1032,TU,"TELUS",0.1676020000,26.15,USD,1.09844,,"EUR",4.00,"EUR",,,,,,,,EOF1828277798,0.01,"EUR"
Market buy,2022-03-11 14:30:08,NL0015000F41,LILM,"Lilium",1.5970100000,4.12,USD,1.09844,,"EUR",6.00,"EUR",,,,,,,,EOF1828277778,0.01,"EUR"
Market buy,2022-03-11 14:30:08,BMG162581083,BEP,"Brookfield Renewable Partners",0.3202600000,41.09,USD,1.09845,,"EUR",12.00,"EUR",,,,,,,,EOF1828277764,0.02,"EUR"
Market buy,2022-03-11 14:30:09,US0126531013,ALB,"Albemarle",0.0692605000,190.00,USD,1.09845,,"EUR",12.00,"EUR",,,,,,,,EOF1828277995,0.02,"EUR"
Market buy,2022-03-11 14:30:09,US69608A1088,PLTR,"Palantir",1.1077020000,11.88,USD,1.09845,,"EUR",12.00,"EUR",,,,,,,,EOF1828277974,0.02,"EUR"
Market buy,2022-03-11 14:30:11,US26853E1029,EH,"EHang",0.3531660000,12.41,USD,1.09844,,"EUR",4.00,"EUR",,,,,,,,EOF1828278789,0.01,"EUR"
Market buy,2022-03-11 14:30:42,US25058X3035,DM,"Desktop Metal",0.5255700000,4.18,USD,1.09844,,"EUR",2.00,"EUR",,,,,,,,EOF1828280202,,
Market buy,2022-03-11 14:31:55,US6549022043,NOK,"Nokia",2.2102000000,4.96,USD,1.09845,,"EUR",9.99,"EUR",,,,,,,,EOF1828281657,0.01,"EUR"
Market buy,2022-03-11 14:34:54,US61945C1036,MOS,"Mosaic",0.2907520000,60.75,USD,1.09845,,"EUR",16.10,"EUR",,,,,,,,EOF1828282781,0.02,"EUR"
Market buy,2022-03-11 14:35:11,US1252691001,CF,"CF Industries",0.1467090000,94.19,USD,1.09845,,"EUR",12.60,"EUR",,,,,,,,EOF1828282892,0.02,"EUR"
Dividend (Ordinary),2022-03-15 09:33:30,US88579Y1010,MMM,"3M",0.1603699000,1.27,USD,Not available,,,0.18,"EUR",0.04,USD,,,,,,,,
Dividend (Ordinary),2022-03-16 12:33:01,CA7063271034,PBA,"Pembina Pipeline",0.9071200000,0.14,USD,Not available,,,0.12,"EUR",0.02,USD,,,,,,,,
Deposit,2022-03-16 21:29:42,,,,,,,,,,500.00,"EUR",,,503.50,"EUR",-3.50,"EUR","Transaction ID: NFGQRRBCH5H89VB2",00005908-eb12-411f-9608-ec36756859c1,,
Withdrawal,2022-03-17 05:10:50,,,,,,,,,,-300.00,"EUR",,,,,,,,48ebd9e4-65e5-4328-81cf-f5b7c5286359,,
Market buy,2022-03-17 08:00:43,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",50.0000000000,2.53,EUR,1.00000,,"EUR",126.35,"EUR",,,,,,,,EOF1835697111,,
Market buy,2022-03-17 15:31:30,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",25.0000000000,2.10,EUR,1.00000,,"EUR",52.60,"EUR",,,,,,,,EOF1836544480,,
Market buy,2022-03-17 15:33:17,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",9.0000000000,2.11,EUR,1.00000,,"EUR",19.03,"EUR",,,,,,,,EOF1836544789,,
Market buy,2022-03-17 15:36:35,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",1.0400000000,2.13,EUR,1.00000,,"EUR",2.21,"EUR",,,,,,,,EOF1836545217,,
Deposit,2022-03-18 12:40:05,,,,,,,,,,500.00,"EUR",,,503.50,"EUR",-3.50,"EUR","Transaction ID: BXJRFTD22L4Z2C32",59044f62-7cbe-4a20-950a-fd65f6753abe,,
Market buy,2022-03-18 12:40:51,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",210.0000000000,2.25,EUR,1.00000,,"EUR",473.34,"EUR",,,,,,,,EOF1837545244,,
Market buy,2022-03-18 12:41:45,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",11.4000000000,2.26,EUR,1.00000,,"EUR",25.71,"EUR",,,,,,,,EOF1837545284,,
Market buy,2022-03-22 08:08:19,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",1.0000000000,1.27,USD,1.09396,,"EUR",1.16,"EUR",,,,,,,,EOF1841871014,,
Deposit,2022-03-22 08:08:31,,,,,,,,,,150.00,"EUR",,,151.05,"EUR",-1.05,"EUR","Transaction ID: LDNW82VRCB9Z2C32",874a20ad-4147-4bc1-9f1a-fcc6d7a19e1c,,
Market buy,2022-03-22 08:10:57,XS2819844387,3OIS,"WisdomTree WTI Crude Oil 3x Short",120.0000000000,1.27,USD,1.09877,,"EUR",138.91,"EUR",,,,,,,,EOF1841871140,0.21,"EUR"
Market buy,2022-03-22 08:11:44,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.0574890000,46.25,USD,1.09870,,"EUR",2.42,"EUR",,,,,,,,EOF1841871205,,
Market buy,2022-03-22 13:30:08,CA67077M1086,NTR,"Nutrien",0.0206810000,105.57,USD,1.10267,,"EUR",1.98,"EUR",,,,,,,,EOF1841884919,,
Market buy,2022-03-22 13:30:12,CA13321L1085,CCJ,"Cameco",0.0790050000,29.17,USD,1.10266,,"EUR",2.09,"EUR",,,,,,,,EOF1841887015,,
Market buy,2022-03-22 13:31:16,US1252691001,CF,"CF Industries",0.0214722000,101.68,USD,1.10267,,"EUR",1.98,"EUR",,,,,,,,EOF1841887960,,
Market buy,2022-03-22 13:31:28,US61945C1036,MOS,"Mosaic",0.0417630000,66.80,USD,1.10267,,"EUR",2.53,"EUR",,,,,,,,EOF1841888125,,
Market sell,2022-03-23 10:36:50,IE00BK5BZY66,2TSE,"Leverage Shares 2x Tesla",0.1342618000,529.66,EUR,1.00000,10.53,"EUR",71.11,"EUR",,,,,,,,EOF1843971041,,
Market buy,2022-03-23 10:39:41,XS2656471039,3STS,"GraniteShares 3x Short Tesla",150.0000000000,0.48,USD,1.10033,,"EUR",66.08,"EUR",,,,,,,,EOF1843971122,0.10,"EUR"
Market buy,2022-03-23 10:39:56,XS2656471039,3STS,"GraniteShares 3x Short Tesla",11.0000000000,0.48,USD,1.10000,,"EUR",4.85,"EUR",,,,,,,,EOF1843971127,0.01,"EUR"
Deposit,2022-03-29 13:30:02,,,,,,,,,,80.80,"EUR",,,,,,,"Free Shares Promotion",a2cb8285-fd7a-4153-9dd0-ca84b99a3269,,
Market buy,2022-03-29 13:30:02,US8552441094,SBUX,"Starbucks",1.0000000000,89.75,USD,1.11241,,"EUR",80.80,"EUR",,,,,,,,EOF1851118315,0.12,"EUR"
Dividend (Ordinary),2022-04-04 08:36:54,BMG162581083,BEP,"Brookfield Renewable Partners",4.8431490000,0.27,USD,Not available,,,1.19,"EUR",0.23,USD,,,,,,,,
Dividend (Ordinary),2022-04-04 11:28:39,US0126531013,ALB,"Albemarle",0.4668160000,0.34,USD,Not available,,,0.14,"EUR",0.03,USD,,,,,,,,
Dividend (Ordinary),2022-04-05 08:05:10,CA87971M1032,TU,"TELUS",1.5880230000,0.22,USD,Not available,,,0.32,"EUR",0.06,USD,,,,,,,,
Dividend (Bonus),2022-04-07 11:38:39,BMG162521014,BIP,"Brookfield Infrastructure Partners",2.3309950000,0.02,USD,Not available,,,0.05,"EUR",0.02,USD,,,,,,,,
Dividend (Ordinary),2022-04-07 11:38:47,BMG162521014,BIP,"Brookfield Infrastructure Partners",2.3309950000,0.51,USD,Not available,,,1.09,"EUR",0.00,USD,,,,,,,,
Deposit,2022-04-08 06:16:19,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",532a686a-1a8b-4cfc-a0f8-d20241b70e93,,
Market buy,2022-04-08 08:06:37,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.0314682000,348.31,USD,1.08737,,"EUR",10.10,"EUR",,,,,,,,EOF1865682438,0.02,"EUR"
Market buy,2022-04-08 08:06:41,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",1.8969090000,45.05,USD,1.08737,,"EUR",78.70,"EUR",,,,,,,,EOF1865682445,0.12,"EUR"
Market buy,2022-04-08 08:07:14,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.1553770000,36.60,USD,1.08734,,"EUR",5.24,"EUR",,,,,,,,EOF1865682504,0.01,"EUR"
Market buy,2022-04-08 08:07:29,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",6.5006900000,4.19,USD,1.08734,,"EUR",25.06,"EUR",,,,,,,,EOF1865682515,0.04,"EUR"
Market buy,2022-04-08 08:07:34,JE00B2NFTC05,LALU,"WisdomTree Aluminium 2x Leveraged",1.9503000000,5.62,USD,1.08736,,"EUR",10.10,"EUR",,,,,,,,EOF1865682520,0.02,"EUR"
Deposit,2022-04-08 08:08:24,,,,,,,,,,35.00,"EUR",,,35.25,"EUR",-0.25,"EUR","Transaction ID: KCS3TZ6BVV4MMM52",73f49ed9-b69f-4cbd-9c58-f0f421ede93a,,
Market buy,2022-04-08 08:41:51,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",4.3833260000,13.83,USD,1.08737,,"EUR",55.83,"EUR",,,,,,,,EOF1865683776,0.08,"EUR"
Market buy,2022-04-08 08:41:51,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",4.9390670000,13.83,USD,1.08734,,"EUR",62.91,"EUR",,,,,,,,EOF1865683779,0.09,"EUR"
Market buy,2022-04-08 12:04:43,US00202F1021,AMKBY,"AP Moller Maersk",1.2066460000,13.45,USD,1.08630,,"EUR",14.96,"EUR",,,,,,,,EOF1865690773,0.02,"EUR"
Market buy,2022-04-08 12:08:27,CA4433003064,HEOFF,"H2O Innovation",0.9820200000,1.98,USD,1.08625,,"EUR",1.79,"EUR",,,,,,,,EOF1865690901,,
Market buy,2022-04-08 13:30:03,US4592001014,IBM,"IBM",0.2000000000,128.62,USD,1.08402,,"EUR",23.77,"EUR",,,,,,,,EOF1865694553,0.04,"EUR"
Market buy,2022-04-08 13:30:08,CA2926717083,UUUU,"Energy Fuels",2.2037300000,9.83,USD,1.08421,,"EUR",20.01,"EUR",,,,,,,,EOF1865696018,0.03,"EUR"
Market buy,2022-04-08 13:30:08,MHY8162K2046,SBLK,"Star Bulk Carriers",0.4863120000,27.69,USD,1.08421,,"EUR",12.44,"EUR",,,,,,,,EOF1865695934,0.02,"EUR"
Market buy,2022-04-08 13:30:09,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.2682700000,60.38,USD,1.08421,,"EUR",14.96,"EUR",,,,,,,,EOF1865696578,0.02,"EUR"
Market buy,2022-04-08 13:30:09,CA13321L1085,CCJ,"Cameco",0.3577380000,30.55,USD,1.08421,,"EUR",10.10,"EUR",,,,,,,,EOF1865696618,0.02,"EUR"
Market buy,2022-04-08 13:30:23,CA67077M1086,NTR,"Nutrien",0.0723891000,106.94,USD,1.08421,,"EUR",7.15,"EUR",,,,,,,,EOF1865698192,0.01,"EUR"
Market buy,2022-04-08 13:31:12,US1252691001,CF,"CF Industries",0.0376650000,107.37,USD,1.08420,,"EUR",3.74,"EUR",,,,,,,,EOF1865698845,0.01,"EUR"
Market sell,2022-04-11 16:05:51,CA7063271034,PBA,"Pembina Pipeline",1.0858670000,38.66,USD,1.08755,7.73,"EUR",38.54,"EUR",,,,,,,,EOF1869134498,0.06,"EUR"
Dividend (Ordinary),2022-04-15 08:32:17,CA67077M1086,NTR,"Nutrien",0.1603470000,0.41,USD,Not available,,,0.06,"EUR",0.01,USD,,,,,,,,
Dividend (Ordinary),2022-04-15 08:34:22,CA7063271034,PBA,"Pembina Pipeline",1.0858670000,0.14,USD,Not available,,,0.14,"EUR",0.03,USD,,,,,,,,
Dividend (Ordinary),2022-04-15 08:54:38,US8740391003,TSM,"Taiwan Semiconductor Manufacturing",1.5869874000,0.38,USD,Not available,,,0.55,"EUR",0.16,USD,,,,,,,,
Limit buy,2022-04-22 07:04:08,IE00BF01VY89,GOOE,"Leverage Shares 2x Alphabet",2.0000000000,66.00,EUR,1.00000,,"EUR",132.00,"EUR",,,,,,,,EOF1881679182,,
Market buy,2022-04-22 07:52:40,IE00BK5C1C97,2BAE,"Leverage Shares 2x Alibaba",20.0000000000,1.72,EUR,1.00000,,"EUR",34.48,"EUR",,,,,,,,EOF1881683820,,
Dividend (Ordinary),2022-04-25 07:25:51,NL0000235190,AIR,"Airbus",0.5556556000,1.28,EUR,Not available,,,0.71,"EUR",0.13,EUR,,,,,,,,
Market buy,2022-04-26 12:23:42,IE00BD09ZW40,NFL2,"Leverage Shares 2x Netflix",5.0000000000,7.75,USD,1.06721,,"EUR",36.35,"EUR",,,,,,,,EOF1885825090,0.05,"EUR"
Market buy,2022-04-26 12:26:31,IE00BF01VY89,GOOE,"Leverage Shares 2x Alphabet",0.2000000000,62.80,EUR,1.00000,,"EUR",12.56,"EUR",,,,,,,,EOF1885825143,,
Market sell,2022-04-26 12:30:19,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",2.8000000000,5.82,USD,1.06764,0.92,"EUR",15.25,"EUR",,,,,,,,EOF1885825276,0.02,"EUR"
Market buy,2022-04-26 12:30:58,XS2820604853,NVDE,"Leverage Shares 2x NVIDIA",0.1800000000,89.02,EUR,1.00000,,"EUR",16.02,"EUR",,,,,,,,EOF1885825287,,
Deposit,2022-05-10 07:26:52,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",bf059dae-09de-4607-a607-564a686a9058,,
Market buy,2022-05-10 07:42:03,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.1002483000,295.89,USD,1.05748,,"EUR",28.09,"EUR",,,,,,,,EOF1903646340,0.04,"EUR"
Market buy,2022-05-10 07:42:07,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.2685370000,88.21,USD,1.05748,,"EUR",22.43,"EUR",,,,,,,,EOF1903646346,0.03,"EUR"
Market buy,2022-05-10 07:42:16,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",0.5808240000,38.58,USD,1.05748,,"EUR",21.22,"EUR",,,,,,,,EOF1903646353,0.03,"EUR"
Market buy,2022-05-10 07:42:29,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",2.2851800000,4.46,USD,1.05748,,"EUR",9.65,"EUR",,,,,,,,EOF1903646390,0.01,"EUR"
Market buy,2022-05-10 07:42:29,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.1647180000,41.28,USD,1.05747,,"EUR",6.44,"EUR",,,,,,,,EOF1903646387,0.01,"EUR"
Market buy,2022-05-10 08:13:21,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",0.9686870000,13.76,USD,1.05748,,"EUR",12.62,"EUR",,,,,,,,EOF1903647920,0.02,"EUR"
Market buy,2022-05-10 08:13:21,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",2.2487450000,13.76,USD,1.05748,,"EUR",29.29,"EUR",,,,,,,,EOF1903647917,0.04,"EUR"
Market buy,2022-05-10 12:00:12,US00202F1021,AMKBY,"AP Moller Maersk",0.4685150000,14.55,USD,1.05524,,"EUR",6.47,"EUR",,,,,,,,EOF1904707202,0.01,"EUR"
Market buy,2022-05-10 12:11:19,CA4433003064,HEOFF,"H2O Innovation",15.8478400000,1.67,USD,1.05525,,"EUR",25.12,"EUR",,,,,,,,EOF1904707837,0.04,"EUR"
Market buy,2022-05-10 13:30:16,CA67077M1086,NTR,"Nutrien",0.1419360000,95.96,USD,1.05582,,"EUR",12.92,"EUR",,,,,,,,EOF1904713184,0.02,"EUR"
Market buy,2022-05-10 13:30:17,CA13321L1085,CCJ,"Cameco",0.6642980000,21.87,USD,1.05582,,"EUR",13.78,"EUR",,,,,,,,EOF1904713828,0.02,"EUR"
Market buy,2022-05-10 13:30:17,MHY8162K2046,SBLK,"Star Bulk Carriers",0.2156530000,28.69,USD,1.05581,,"EUR",5.87,"EUR",,,,,,,,EOF1904713541,0.01,"EUR"
Market buy,2022-05-10 13:30:18,CA13321L1085,CCJ,"Cameco",0.9172700000,21.87,USD,1.05582,,"EUR",19.03,"EUR",,,,,,,,EOF1904714187,0.03,"EUR"
Market buy,2022-05-10 13:30:18,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.1236450000,61.14,USD,1.05581,,"EUR",7.17,"EUR",,,,,,,,EOF1904714014,0.01,"EUR"
Market buy,2022-05-10 13:30:18,CA2926717083,UUUU,"Energy Fuels",3.1530400000,5.85,USD,1.05582,,"EUR",17.50,"EUR",,,,,,,,EOF1904714362,0.03,"EUR"
Market buy,2022-05-10 13:30:33,US5533681012,MP,"MP Materials",0.1207890000,39.16,USD,1.05582,,"EUR",4.49,"EUR",,,,,,,,EOF1904715258,0.01,"EUR"
Market buy,2022-05-10 13:32:07,US61945C1036,MOS,"Mosaic",0.2159960000,59.00,USD,1.05582,,"EUR",12.09,"EUR",,,,,,,,EOF1904716658,0.02,"EUR"
Market buy,2022-05-10 13:32:39,US1252691001,CF,"CF Industries",0.1341120000,94.00,USD,1.05582,,"EUR",11.96,"EUR",,,,,,,,EOF1904716826,0.02,"EUR"
Market buy,2022-05-10 16:29:17,US1252691001,CF,"CF Industries",0.0330070000,91.01,USD,1.05402,,"EUR",2.85,"EUR",,,,,,,,EOF1905704289,,
Market buy,2022-05-10 16:29:17,CA13321L1085,CCJ,"Cameco",0.1278860000,21.10,USD,1.05406,,"EUR",2.56,"EUR",,,,,,,,EOF1905704286,,
Market buy,2022-05-10 16:29:17,US61945C1036,MOS,"Mosaic",0.0502010000,56.69,USD,1.05403,,"EUR",2.70,"EUR",,,,,,,,EOF1905704294,,
Market buy,2022-05-10 16:29:18,CA67077M1086,NTR,"Nutrien",0.0313010000,93.95,USD,1.05402,,"EUR",2.79,"EUR",,,,,,,,EOF1905704299,,
Market buy,2022-05-10 16:29:26,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.0327560000,59.85,USD,1.05400,,"EUR",1.86,"EUR",,,,,,,,EOF1905704312,,
Market buy,2022-05-10 16:29:29,CA2926717083,UUUU,"Energy Fuels",0.6789500000,5.62,USD,1.05406,,"EUR",3.63,"EUR",,,,,,,,EOF1905704318,0.01,"EUR"
Market buy,2022-05-10 16:29:48,US5533681012,MP,"MP Materials",0.3379550000,34.87,USD,1.05406,,"EUR",11.20,"EUR",,,,,,,,EOF1905704351,0.02,"EUR"
Market buy,2022-05-10 16:29:52,CA13321L1085,CCJ,"Cameco",0.2345690000,21.12,USD,1.05406,,"EUR",4.71,"EUR",,,,,,,,EOF1905704357,0.01,"EUR"
Market buy,2022-05-10 16:30:56,US00202F1021,AMKBY,"AP Moller Maersk",0.1239160000,14.12,USD,1.05403,,"EUR",1.66,"EUR",,,,,,,,EOF1905704433,,
Market buy,2022-05-10 16:30:58,CA4433003064,HEOFF,"H2O Innovation",5.8736500000,1.45,USD,1.05405,,"EUR",8.09,"EUR",,,,,,,,EOF1905704439,0.01,"EUR"
Market buy,2022-05-11 07:00:41,JE00BDD9QB77,LNIK,"WisdomTree Nickel 2x Leveraged",0.0528300000,90.98,USD,1.05405,,"EUR",4.57,"EUR",,,,,,,,EOF1905727452,0.01,"EUR"
Market buy,2022-05-11 07:00:48,JE00B2NFTC05,LALU,"WisdomTree Aluminium 2x Leveraged",0.5646000000,3.72,USD,1.05401,,"EUR",1.99,"EUR",,,,,,,,EOF1905727595,,
Market buy,2022-05-11 07:01:03,JE00B2NFTG43,LCOR,"WisdomTree Corn 2x Leveraged",0.8258700000,4.47,USD,1.05404,,"EUR",3.51,"EUR",,,,,,,,EOF1905727656,0.01,"EUR"
Market buy,2022-05-11 07:01:17,JE00BDD9QC84,LWEA,"WisdomTree Wheat 2x Leveraged",0.0665770000,41.32,USD,1.05400,,"EUR",2.61,"EUR",,,,,,,,EOF1905727731,,
Market buy,2022-05-11 07:01:25,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.0273430000,281.41,USD,1.05405,,"EUR",7.31,"EUR",,,,,,,,EOF1905727757,0.01,"EUR"
Market buy,2022-05-11 07:01:36,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",0.1791990000,39.12,USD,1.05404,,"EUR",6.66,"EUR",,,,,,,,EOF1905727795,0.01,"EUR"
Market buy,2022-05-11 07:02:30,XS2820604853,NVDE,"Leverage Shares 2x NVIDIA",0.5035720000,71.35,EUR,1.00000,,"EUR",35.93,"EUR",,,,,,,,EOF1905727992,,
Market buy,2022-05-11 07:04:17,IE00BF01VY89,GOOE,"Leverage Shares 2x Alphabet",1.1525790000,56.56,EUR,1.00000,,"EUR",65.19,"EUR",,,,,,,,EOF1905728208,,
Market buy,2022-05-11 07:07:27,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",0.6547870000,14.01,USD,1.05405,,"EUR",8.71,"EUR",,,,,,,,EOF1905728448,0.01,"EUR"
Market buy,2022-05-11 07:07:27,JE00B2NFT427,LAGR,"WisdomTree Agriculture 2x Leveraged",0.4086750000,14.01,USD,1.05405,,"EUR",5.44,"EUR",,,,,,,,EOF1905728445,0.01,"EUR"
Market sell,2022-05-11 13:20:27,XS2656471039,3STS,"GraniteShares 3x Short Tesla",82.5854000000,0.64,USD,1.05547,13.59,"EUR",49.85,"EUR",,,,,,,,EOF1905745066,0.07,"EUR"
Market buy,2022-05-11 13:30:10,US40415F1012,HDB,"HDFC Bank",0.2665850000,53.57,USD,1.05550,,"EUR",13.55,"EUR",,,,,,,,EOF1905747236,0.02,"EUR"
Market buy,2022-05-11 13:30:11,US7766961061,ROP,"Roper Technologies",0.0257111000,430.23,USD,1.05550,,"EUR",10.50,"EUR",,,,,,,,EOF1905747904,0.02,"EUR"
Market buy,2022-05-11 13:30:11,US4592001014,IBM,"IBM",0.2086542000,130.26,USD,1.05550,,"EUR",25.79,"EUR",,,,,,,,EOF1905747929,0.04,"EUR"
Market sell,2022-05-12 07:50:33,XS2656471039,3STS,"GraniteShares 3x Short Tesla",19.6203000000,0.80,USD,1.04781,6.35,"EUR",14.96,"EUR",,,,,,,,EOF1907563399,0.02,"EUR"
Market sell,2022-05-12 12:15:32,XS2656471039,3STS,"GraniteShares 3x Short Tesla",18.1520000000,0.86,USD,1.04089,7.00,"EUR",14.96,"EUR",,,,,,,,EOF1907579335,0.02,"EUR"
Market buy,2022-05-12 12:17:02,IE00BK5BZY66,TSL2,"Leverage Shares 2x Tesla",0.1107364000,281.48,USD,1.04073,,"EUR",29.99,"EUR",,,,,,,,EOF1907579447,0.04,"EUR"
Market sell,2022-05-13 12:57:56,IE00BK5BZY66,TSL2,"Leverage Shares 2x Tesla",0.0553329000,337.00,USD,1.03768,3.00,"EUR",17.94,"EUR",,,,,,,,EOF1909608782,0.03,"EUR"
Market sell,2022-05-18 14:34:18,IE00BK5BZY66,TSL2,"Leverage Shares 2x Tesla",0.0554035000,310.50,USD,1.05023,1.40,"EUR",16.36,"EUR",,,,,,,,EOF1914743502,0.02,"EUR"
