Action,Time,ISIN,Ticker,Name,Notes,ID,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Currency conversion from amount,Currency (Currency conversion from amount),Currency conversion to amount,Currency (Currency conversion to amount),Currency conversion fee,Currency (Currency conversion fee)
Dividend (Dividend),2024-12-12 12:40:28,US8740602052,TAK,"Takeda Pharmaceutical",,,11.0000000000,0.28,USD,Not available,,,2.89,"EUR",0.55,USD,,,,,,
Market buy,2024-12-12 12:44:54.438,US72919P2020,PLUG,"Plug Power",,EOF24855234085,10.0000000000,2.47,USD,1.00000,,"USD",24.70,"USD",,,,,,,,
Dividend (Dividend manufactured payment),2024-12-12 12:51:57,US9314271084,WBA,"Walgreens Boots Alliance",,,753.0000000000,0.21,USD,Not available,,,152.29,"EUR",28.24,USD,,,,,,
Interest on cash,2024-12-13 02:01:40.175,,,,"Interest on cash",1a06f253-f63d-44f2-8e60-8a8b3fd28937,,,,,,,0.01,"EUR",,,,,,,,
Interest on cash,2024-12-13 02:01:40.252,,,,"Interest on cash",843e226e-e5ec-4d76-966d-29fc2f0ac2e0,,,,,,,0.01,"USD",,,,,,,,
Lending interest,2024-12-13 02:01:51.465,,,,"Share lending interest",c425cc42-92ba-48c0-abd1-3d9ce32f7525,,,,,,,0.19,"EUR",,,,,,,,
Market buy,2024-12-13 09:00:03.367,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF24905296786,2.0000000000,1.06,USD,1.00000,,"USD",2.12,"USD",,,,,,,,
Market buy,2024-12-13 09:00:04.393,US83417M1045,SEDG,"SolarEdge Technologies",,EOF24905296787,10.0000000000,13.38,USD,1.04678,,"EUR",128.01,"EUR",,,,,,,0.19,"EUR"
Market buy,2024-12-13 10:18:17.255,US36467W1099,GME,"GameStop",,EOF24907404210,0.9500000000,28.84,USD,1.04892,,"EUR",26.16,"EUR",,,,,,,0.04,"EUR"
Interest on cash,2024-12-14 02:01:41.109,,,,"Interest on cash",60da7c31-e5d2-482c-91a0-a58835623355,,,,,,,0.01,"USD",,,,,,,,
Lending interest,2024-12-14 02:11:38.374,,,,"Share lending interest",b27e88c1-f534-42a7-8c81-f8d3a03fe005,,,,,,,0.81,"EUR",,,,,,,,
Interest on cash,2024-12-15 02:01:40.937,,,,"Interest on cash",97e74f3d-8899-4c7d-b6e8-0c62c85cacf9,,,,,,,0.01,"USD",,,,,,,,
Interest on cash,2024-12-16 02:01:37.194,,,,"Interest on cash",d8c63182-348e-48eb-bc7b-792b40bf96ae,,,,,,,0.01,"USD",,,,,,,,
Lending interest,2024-12-16 02:03:57.046,,,,"Share lending interest",bfac94da-b319-40c4-9ded-596f5bcf3f05,,,,,,,1.64,"EUR",,,,,,,,
Market sell,2024-12-16 11:56:52.815,US76954A1034,RIVN,"Rivian Automotive",,EOF25101121697,2.0000000000,14.11,USD,1.00000,3.69,"USD",28.22,"USD",,,,,,,,
Currency conversion,2024-12-16 11:57:19.29,,,,"5.56 EUR -> 5.83 USD",I754GBZ598OE3EKI,,,,,,,-0.01,"USD",,,5.56,"EUR",5.83,"USD",-0.01,"USD"
Market buy,2024-12-16 11:57:47.476,US36467W1099,GME,"GameStop",,EOF25101121789,1.0500000000,27.80,USD,1.00000,,"USD",29.19,"USD",,,,,,,,
Market buy,2024-12-16 12:02:50.779,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25101122422,5.0000000000,1.02,USD,1.00000,,"USD",5.10,"USD",,,,,,,,
Market sell,2024-12-16 16:36:06.495,US76954A1034,RIVN,"Rivian Automotive",,EOF25107308774,80.0000000000,15.07,USD,1.00000,224.41,"USD",1205.60,"USD",,,,,,,,
Market sell,2024-12-16 16:36:53.54,US15118V2079,CELH,"Celsius",,EOF25107309410,20.0000000000,30.80,USD,1.00000,41.16,"USD",616.00,"USD",,,,,,,,
Market buy,2024-12-16 16:42:21.182,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25107310867,600.0000000000,0.97,USD,1.00000,,"USD",579.24,"USD",,,,,,,,
Market buy,2024-12-16 16:43:23.457,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25107311318,63.0000000000,0.97,USD,1.00000,,"USD",60.83,"USD",,,,,,,,
Market buy,2024-12-16 16:45:44.287,US83417M1045,SEDG,"SolarEdge Technologies",,EOF25107312045,80.0000000000,12.35,USD,1.00000,,"USD",988.00,"USD",,,,,,,,
Market buy,2024-12-16 16:45:58.752,US83417M1045,SEDG,"SolarEdge Technologies",,EOF25107312061,13.0000000000,12.38,USD,1.00000,,"USD",160.94,"USD",,,,,,,,
Lending interest,2024-12-17 01:59:45.796,,,,"Share lending interest",2abbf9f7-a1f3-411d-93d7-89af7e603f0f,,,,,,,0.84,"EUR",,,,,,,,
Interest on cash,2024-12-17 02:01:37.392,,,,"Interest on cash",9484d268-31f6-463a-be4b-25663af98a9a,,,,,,,0.02,"USD",,,,,,,,
Market sell,2024-12-17 13:42:31.971,US6549022043,NOK,"Nokia",,EOF25111719773,74.0000000000,4.46,USD,1.00000,30.34,"USD",330.04,"USD",,,,,,,,
Market buy,2024-12-17 13:43:19.587,US36467W1099,GME,"GameStop",,EOF25111719863,11.0000000000,29.60,USD,1.00000,,"USD",325.60,"USD",,,,,,,,
Market sell,2024-12-17 13:43:21.73,US70450Y1038,PYPL,"PayPal",,EOF25111719866,1.0000000000,90.95,USD,1.00000,26.51,"USD",90.95,"USD",,,,,,,,
Market buy,2024-12-17 13:43:53.902,US36467W1099,GME,"GameStop",,EOF25111719935,4.0000000000,29.60,USD,1.00000,,"USD",118.40,"USD",,,,,,,,
Market sell,2024-12-17 13:48:00.387,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",,EOF25111720440,3.0000000000,17.07,EUR,1.00000,-7.49,"EUR",51.20,"EUR",,,,,,,,
Currency conversion,2024-12-17 13:49:03.735,,,,"52.04 EUR -> 54.63 USD",O1ZOYOF550Y7OC8D,,,,,,,-0.08,"USD",,,52.04,"EUR",54.63,"USD",-0.08,"USD"
Market buy,2024-12-17 13:49:19.456,US36467W1099,GME,"GameStop",,EOF25111720608,1.9000000000,29.65,USD,1.00000,,"USD",56.34,"USD",,,,,,,,
Market buy,2024-12-17 13:49:58.007,US36467W1099,GME,"GameStop",,EOF25111720676,0.1000000000,29.63,USD,1.00000,,"USD",2.96,"USD",,,,,,,,
Market sell,2024-12-17 13:54:42.701,GB00B15KYH63,AIGA,"WisdomTree Agriculture",,EOF25111721244,40.4900000000,5.99,USD,1.00000,-22.83,"USD",242.33,"USD",,,,,,,,
Market sell,2024-12-17 13:55:01.218,GB00B15KYH63,AIGA,"WisdomTree Agriculture",,EOF25111721301,32.5100000000,5.99,USD,1.00000,-18.33,"USD",194.57,"USD",,,,,,,,
Market buy,2024-12-17 13:55:32.308,US36467W1099,GME,"GameStop",,EOF25111721389,13.0000000000,29.71,USD,1.00000,,"USD",386.23,"USD",,,,,,,,
Market buy,2024-12-17 13:55:59.666,US36467W1099,GME,"GameStop",,EOF25111721444,1.0000000000,29.71,USD,1.00000,,"USD",29.71,"USD",,,,,,,,
Market sell,2024-12-17 14:05:13.453,JE00BN7KB441,CORN,"WisdomTree Corn",,EOF25111722919,12.5280000000,20.39,USD,1.00000,-35.05,"USD",255.38,"USD",,,,,,,,
Market sell,2024-12-17 14:05:14.462,JE00BN7KB441,CORN,"WisdomTree Corn",,EOF25111722921,0.4720000000,20.41,USD,1.00000,-1.31,"USD",9.63,"USD",,,,,,,,
Market buy,2024-12-17 14:08:51.585,US36467W1099,GME,"GameStop",,EOF25111723473,9.0000000000,29.72,USD,1.00000,,"USD",267.48,"USD",,,,,,,,
Market buy,2024-12-17 14:10:28.968,US72919P2020,PLUG,"Plug Power",,EOF25111723713,9.0000000000,2.43,USD,1.00000,,"USD",21.87,"USD",,,,,,,,
Market buy,2024-12-17 14:14:06.705,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25111724475,2.0000000000,0.96,USD,1.00000,,"USD",1.93,"USD",,,,,,,,
Market sell,2024-12-17 15:58:45.84,US36467W1099,GME,"GameStop",,EOF25153393085,15.0000000000,31.59,USD,1.00000,49.31,"USD",473.85,"USD",,,,,,,,
Currency conversion,2024-12-17 15:59:20.445,,,,"474.29 USD -> 451.80 EUR",2G04DN6IWMW23IVU,,,,,,,-0.68,"EUR",,,474.29,"USD",451.80,"EUR",-0.68,"EUR"
Market buy,2024-12-17 15:59:27.441,US01609W1027,AHLA,"Alibaba",,EOF25153393196,5.0000000000,83.30,EUR,1.00000,,"EUR",416.50,"EUR",,,,,,,,
Market buy,2024-12-17 15:59:44.722,US01609W1027,AHLA,"Alibaba",,EOF25153393265,0.3500000000,83.40,EUR,1.00000,,"EUR",29.19,"EUR",,,,,,,,
Market sell,2024-12-17 16:06:12.8,US36467W1099,GME,"GameStop",,EOF25153394663,10.0000000000,31.49,USD,1.00000,31.88,"USD",314.90,"USD",,,,,,,,
Currency conversion,2024-12-17 16:06:37.477,,,,"314.9 USD -> 299.86 EUR",L7973VRKVPPYKDDX,,,,,,,-0.45,"EUR",,,314.90,"USD",299.86,"EUR",-0.45,"EUR"
Market buy,2024-12-17 16:06:52.414,US01609W1027,AHLA,"Alibaba",,EOF25153394761,3.0000000000,83.20,EUR,1.00000,,"EUR",249.60,"EUR",,,,,,,,
Market buy,2024-12-17 16:07:02.192,US01609W1027,AHLA,"Alibaba",,EOF25153394787,0.5000000000,83.20,EUR,1.00000,,"EUR",41.60,"EUR",,,,,,,,
Market buy,2024-12-17 16:07:47.922,US01609W1027,AHLA,"Alibaba",,EOF25153394940,0.1000000000,83.30,EUR,1.00000,,"EUR",8.33,"EUR",,,,,,,,
Market buy,2024-12-17 16:08:05.105,US01609W1027,AHLA,"Alibaba",,EOF25153395051,0.0490000000,83.30,EUR,1.00000,,"EUR",4.08,"EUR",,,,,,,,
Market sell,2024-12-17 16:12:58.925,US36467W1099,GME,"GameStop",,EOF25153396343,10.0000000000,31.32,USD,1.00000,30.18,"USD",313.20,"USD",,,,,,,,
Market sell,2024-12-17 16:13:46.207,US36467W1099,GME,"GameStop",,EOF25153396512,160.0000000000,31.28,USD,1.00000,476.40,"USD",5004.80,"USD",,,,,,,,
Currency conversion,2024-12-17 16:14:19.815,,,,"500 USD -> 476.10 EUR",9DH2N1YXLFNZC6YY,,,,,,,-0.71,"EUR",,,500.00,"USD",476.10,"EUR",-0.71,"EUR"
Market buy,2024-12-17 16:14:31.369,US01609W1027,AHLA,"Alibaba",,EOF25153396705,5.0000000000,83.00,EUR,1.00000,,"EUR",415.00,"EUR",,,,,,,,
Market buy,2024-12-17 16:14:55.639,US01609W1027,AHLA,"Alibaba",,EOF25153396835,0.6000000000,83.10,EUR,1.00000,,"EUR",49.86,"EUR",,,,,,,,
Market buy,2024-12-17 16:15:20.202,US01609W1027,AHLA,"Alibaba",,EOF25153396935,0.1000000000,83.20,EUR,1.00000,,"EUR",8.32,"EUR",,,,,,,,
Currency conversion,2024-12-17 16:15:49.953,,,,"50 USD -> 47.61 EUR",JAJJIKV8ETQVGL7W,,,,,,,-0.07,"EUR",,,50.00,"USD",47.61,"EUR",-0.07,"EUR"
Market buy,2024-12-17 16:16:09.85,US01609W1027,AHLA,"Alibaba",,EOF25153397207,0.3000000000,83.20,EUR,1.00000,,"EUR",24.96,"EUR",,,,,,,,
Currency conversion,2024-12-17 16:17:17.673,,,,"61.01 USD -> 58.09 EUR",NAO9ZQWLHXU23AWV,,,,,,,-0.09,"EUR",,,61.01,"USD",58.09,"EUR",-0.09,"EUR"
Market buy,2024-12-17 16:17:28.713,US01609W1027,AHLA,"Alibaba",,EOF25153397715,0.9000000000,83.20,EUR,1.00000,,"EUR",74.88,"EUR",,,,,,,,
Market buy,2024-12-17 16:17:45.352,US01609W1027,AHLA,"Alibaba",,EOF25153397820,0.0500000000,83.20,EUR,1.00000,,"EUR",4.16,"EUR",,,,,,,,
Market buy,2024-12-17 16:17:59.099,US01609W1027,AHLA,"Alibaba",,EOF25153397839,0.0500000000,83.20,EUR,1.00000,,"EUR",4.16,"EUR",,,,,,,,
Market buy,2024-12-17 16:18:21.926,US62914V1061,NIO,"NIO",,EOF25153397917,250.0000000000,4.58,USD,1.00000,,"USD",1145.00,"USD",,,,,,,,
Market buy,2024-12-17 16:18:46.048,US9778521024,WOLF,"Wolfspeed",,EOF25153398127,100.0000000000,7.87,USD,1.00000,,"USD",787.00,"USD",,,,,,,,
Market buy,2024-12-17 16:21:04.717,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25153399421,200.0000000000,0.91,USD,1.00000,,"USD",181.66,"USD",,,,,,,,
Market buy,2024-12-17 16:21:28.22,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25153399484,50.0000000000,0.91,USD,1.00000,,"USD",45.47,"USD",,,,,,,,
Market buy,2024-12-17 16:21:28.22,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25153399485,25.0000000000,0.91,USD,1.00000,,"USD",22.73,"USD",,,,,,,,
Market buy,2024-12-17 16:23:12.697,US7311052010,PSNY,"Polestar Automotive Holding UK",,EOF25153399815,5.0000000000,0.91,USD,1.00000,,"USD",4.54,"USD",,,,,,,,
Limit sell,2024-12-17 17:03:36.718,US83417M1045,SEDG,"SolarEdge Technologies",,EOF25155107879,103.0000000000,14.95,USD,1.00000,22.31,"USD",1539.85,"USD",,,,,,,,
Market buy,2024-12-17 17:23:41.306,US22266M1045,COUR,"Coursera",,EOF25155111319,57.1847540000,8.81,USD,1.00000,,"USD",503.80,"USD",,,,,,,,
Market buy,2024-12-17 17:23:44.33,US22266M1045,COUR,"Coursera",,EOF25155111325,18.8152460000,8.81,USD,1.00000,,"USD",165.76,"USD",,,,,,,,
Market buy,2024-12-17 17:26:18.297,US22266M1045,COUR,"Coursera",,EOF25155111798,26.0000000000,8.81,USD,1.00000,,"USD",229.06,"USD",,,,,,,,
Market sell,2024-12-17 17:28:30.537,US83417M1045,SEDG,"SolarEdge Technologies",,EOF25155112083,90.0000000000,14.93,USD,1.00000,17.69,"USD",1343.70,"USD",,,,,,,,
