Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Notes,ID,Currency conversion from amount,Currency (Currency conversion from amount),Currency conversion to amount,Currency (Currency conversion to amount),Currency conversion fee,Currency (Currency conversion fee)
Market sell,2024-05-09 17:45:51.095,IL0065100930,ZIM,"ZIM Integrated Shipping Services",6.0000000000,16.07,USD,1.07804,1.19,"EUR",89.31,"EUR",,,,EOF14251169117,,,,,0.13,"EUR"
Market buy,2024-05-09 17:48:14.241,CA67077M1086,NTR,"Nutrien",1.0000000000,57.73,USD,1.07785,,"EUR",53.64,"EUR",,,,EOF14251169250,,,,,0.08,"EUR"
Interest on cash,2024-05-09 21:00:39.073,,,,,,,,,,0.33,"EUR",,,"Interest on cash",887ecf7a-0e3a-4ad0-8a01-a80e6ef50461,,,,,,
Interest on cash,2024-05-09 21:00:39.143,,,,,,,,,,0.61,"USD",,,"Interest on cash",3dc46f85-e7cc-4d1e-a161-bce77c4e23bd,,,,,,
Interest on cash,2024-05-10 21:00:41.404,,,,,,,,,,0.33,"EUR",,,"Interest on cash",723a52a2-d1d6-47a8-84f6-4b7a57ddb9dc,,,,,,
Interest on cash,2024-05-10 21:00:41.464,,,,,,,,,,0.61,"USD",,,"Interest on cash",7dced3ca-0e44-4b23-a5ea-4f1e918360e5,,,,,,
Interest on cash,2024-05-11 21:00:42.964,,,,,,,,,,0.33,"EUR",,,"Interest on cash",7500504a-113e-4531-b615-c073c2f62447,,,,,,
Interest on cash,2024-05-11 21:00:43.02,,,,,,,,,,0.61,"USD",,,"Interest on cash",f50ed3ba-69e6-443f-a1ed-cbac3febf48c,,,,,,
Interest on cash,2024-05-12 21:00:39.115,,,,,,,,,,0.33,"EUR",,,"Interest on cash",2fadc358-607e-46cf-ae72-9054b2352bf0,,,,,,
Interest on cash,2024-05-12 21:00:39.165,,,,,,,,,,0.61,"USD",,,"Interest on cash",04385052-dd41-436d-945a-32e62024915e,,,,,,
Interest on cash,2024-05-13 21:00:40.543,,,,,,,,,,0.33,"EUR",,,"Interest on cash",8f67a714-0835-4fff-aeb0-a70af0eeed96,,,,,,
Interest on cash,2024-05-13 21:00:40.591,,,,,,,,,,0.61,"USD",,,"Interest on cash",a49a34c0-cb16-4a41-83b8-ba00ada55468,,,,,,
Interest on cash,2024-05-14 21:00:31.976,,,,,,,,,,0.34,"EUR",,,"Interest on cash",7cca26b1-9458-41ea-8326-6f0c791c9dac,,,,,,
Interest on cash,2024-05-14 21:00:32.033,,,,,,,,,,0.61,"USD",,,"Interest on cash",851e5c7a-3593-41a1-bbc9-66a2cf4a62f6,,,,,,
Interest on cash,2024-05-15 21:00:32.961,,,,,,,,,,0.33,"EUR",,,"Interest on cash",064335b7-8a0c-484c-be1d-f37febed4a71,,,,,,
Interest on cash,2024-05-15 21:00:33.017,,,,,,,,,,0.61,"USD",,,"Interest on cash",eae8933c-196f-4e4e-a61f-1ab9255c130f,,,,,,
Interest on cash,2024-05-16 21:00:31.662,,,,,,,,,,0.33,"EUR",,,"Interest on cash",71828372-9c3a-4925-a783-65eac6ff050b,,,,,,
Interest on cash,2024-05-16 21:00:31.704,,,,,,,,,,0.61,"USD",,,"Interest on cash",10b5d9f4-ac68-4b05-ab15-7b7032eafc95,,,,,,
Market buy,2024-05-17 14:24:02.412,IE000NDWFGA5,URNU,"Global X Uranium (Acc)",33.8883550000,17.87,USD,1.08595,,"EUR",558.43,"EUR",,,,EOF14601523985,,,,,0.84,"EUR"
Market buy,2024-05-17 14:24:03.79,IE000NDWFGA5,URNU,"Global X Uranium (Acc)",6.1116450000,17.87,USD,1.08596,,"EUR",100.72,"EUR",,,,EOF14601523992,,,,,0.15,"EUR"
Market buy,2024-05-17 14:26:47.862,US36467W1099,GME,"GameStop",5.0000000000,20.77,USD,1.08595,,"EUR",95.77,"EUR",,,,EOF14601525053,,,,,0.14,"EUR"
Market buy,2024-05-17 14:30:57.883,JE00BN2CJ301,WGLD,"WisdomTree Core Physical Gold",5.0000000000,239.78,USD,1.08640,,"EUR",1105.21,"EUR",,,,EOF14601526368,,,,,1.66,"EUR"
Market buy,2024-05-17 16:45:19.423,US8740602052,TAK,"Takeda Pharmaceutical",2.0000000000,13.27,USD,1.08681,,"EUR",24.46,"EUR",,,,EOF14602404952,,,,,0.04,"EUR"
Market buy,2024-05-17 17:03:31.005,US88579Y1010,MMM,"3M",1.0000000000,105.66,USD,1.08692,,"EUR",97.36,"EUR",,,,EOF14602408438,,,,,0.15,"EUR"
Interest on cash,2024-05-17 21:00:32.023,,,,,,,,,,0.11,"EUR",,,"Interest on cash",39b23215-0ae0-4aa2-890a-899674a3d4b1,,,,,,
Interest on cash,2024-05-17 21:00:32.075,,,,,,,,,,0.62,"USD",,,"Interest on cash",1a54ebe8-6fae-4148-b69e-e182f691a25c,,,,,,
Interest on cash,2024-05-18 21:00:32.278,,,,,,,,,,0.11,"EUR",,,"Interest on cash",5458cffb-15c3-4003-8e6e-8135afa2708d,,,,,,
Interest on cash,2024-05-18 21:00:32.344,,,,,,,,,,0.61,"USD",,,"Interest on cash",37a8ae16-a6cb-4d98-aa3a-cf1515085426,,,,,,
Interest on cash,2024-05-19 21:00:33.023,,,,,,,,,,0.11,"EUR",,,"Interest on cash",9791a046-6744-4f2c-a209-a29131a5d394,,,,,,
Interest on cash,2024-05-19 21:00:33.069,,,,,,,,,,0.61,"USD",,,"Interest on cash",c65093e4-a8ea-447f-b9c7-cc393263323d,,,,,,
Market buy,2024-05-20 07:04:27.634,US01609W1027,AHLA,"Alibaba",1.0000000000,80.70,EUR,1.00000,,"EUR",80.70,"EUR",,,,EOF14700319693,,,,,,
Interest on cash,2024-05-20 21:00:32.974,,,,,,,,,,0.10,"EUR",,,"Interest on cash",d65142ac-fa6d-4190-b022-b446ac5395e7,,,,,,
Interest on cash,2024-05-20 21:00:33.035,,,,,,,,,,0.61,"USD",,,"Interest on cash",032ce3eb-c296-40f1-987f-071a0c6487ed,,,,,,
Market buy,2024-05-21 09:15:59.417,GB00B15KXN58,ALUM,"WisdomTree Aluminium",20.0000000000,3.52,USD,1.08723,,"EUR",64.87,"EUR",,,,EOF14755185982,,,,,0.10,"EUR"
Market buy,2024-05-21 09:17:45.038,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",20.0000000000,10.72,USD,1.08721,,"EUR",197.41,"EUR",,,,EOF14755186075,,,,,0.30,"EUR"
Market buy,2024-05-21 09:18:06.856,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",1.0000000000,10.73,USD,1.08713,,"EUR",9.88,"EUR",,,,EOF14755186095,,,,,0.01,"EUR"
Market buy,2024-05-21 09:19:39.625,US76954A1034,RIVN,"Rivian Automotive",4.0000000000,10.23,USD,1.08714,,"EUR",37.70,"EUR",,,,EOF14755186269,,,,,0.06,"EUR"
Market buy,2024-05-21 09:20:33.814,US6549022043,NOK,"Nokia",20.0000000000,3.84,USD,1.08704,,"EUR",70.76,"EUR",,,,EOF14755186392,,,,,0.11,"EUR"
Market buy,2024-05-21 09:21:18.625,US7170811035,PFE,"Pfizer",5.0000000000,28.53,USD,1.08710,,"EUR",131.42,"EUR",,,,EOF14755186495,,,,,0.20,"EUR"
Market buy,2024-05-21 09:23:24.536,US8334451098,SNOW,"Snowflake",0.5000000000,164.54,USD,1.08722,,"EUR",75.78,"EUR",,,,EOF14755186599,,,,,0.11,"EUR"
Market buy,2024-05-21 10:55:38.693,US61945C1036,MOS,"Mosaic",2.0000000000,30.70,USD,1.08672,,"EUR",56.58,"EUR",,,,EOF14755195325,,,,,0.08,"EUR"
Market buy,2024-05-21 14:43:10.139,US4592001014,IBM,"IBM",0.3925779000,174.25,USD,1.08582,,"EUR",63.09,"EUR",,,,EOF14801407243,,,,,0.09,"EUR"
Interest on cash,2024-05-21 21:00:33.708,,,,,,,,,,0.02,"EUR",,,"Interest on cash",3086fe4f-6687-42e8-827a-a8957e9f2773,,,,,,
Interest on cash,2024-05-21 21:00:33.755,,,,,,,,,,0.61,"USD",,,"Interest on cash",ee7ac404-1c26-4d3d-8347-bbd7bc272bba,,,,,,
Interest on cash,2024-05-22 21:00:34.749,,,,,,,,,,0.02,"EUR",,,"Interest on cash",6b6412ed-6673-4bfe-839d-a4e09d2db983,,,,,,
Interest on cash,2024-05-22 21:00:34.805,,,,,,,,,,0.61,"USD",,,"Interest on cash",fb049940-505e-4706-acbd-7ffb26260059,,,,,,
Interest on cash,2024-05-23 21:00:32.135,,,,,,,,,,0.01,"EUR",,,"Interest on cash",ba3c3707-2a06-4cd9-a405-4dfd968b9bc1,,,,,,
Interest on cash,2024-05-23 21:00:32.193,,,,,,,,,,0.61,"USD",,,"Interest on cash",6621d48f-4e56-4bbe-b1ae-40bdc06b5dea,,,,,,
Market sell,2024-05-24 07:00:32.718,JE00BN2CJ301,WGLD,"WisdomTree Core Physical Gold",5.0000000000,232.74,USD,1.08139,-27.44,"EUR",1074.50,"EUR",,,,EOF14902862405,,,,,1.61,"EUR"
Interest on cash,2024-05-24 21:00:34.017,,,,,,,,,,0.15,"EUR",,,"Interest on cash",c66ead28-8b35-4d02-b110-9743f0df766c,,,,,,
Interest on cash,2024-05-24 21:00:34.067,,,,,,,,,,0.61,"USD",,,"Interest on cash",29ba53a7-3825-4473-8b5d-6080bc29cc05,,,,,,
Interest on cash,2024-05-25 21:00:32.149,,,,,,,,,,0.14,"EUR",,,"Interest on cash",d9a60b5d-9932-47e9-b9c5-c09e81529232,,,,,,
Interest on cash,2024-05-25 21:00:32.211,,,,,,,,,,0.61,"USD",,,"Interest on cash",66e5c94b-f18b-4c6e-978d-9c8d24638d94,,,,,,
Interest on cash,2024-05-26 21:00:32.986,,,,,,,,,,0.14,"EUR",,,"Interest on cash",53f74b06-5c9d-4d8e-8e60-8c05e2485360,,,,,,
Interest on cash,2024-05-26 21:00:33.044,,,,,,,,,,0.62,"USD",,,"Interest on cash",8288ebae-c97e-44c9-bf9e-87bcb5fcba28,,,,,,
Interest on cash,2024-05-27 21:00:33.145,,,,,,,,,,0.14,"EUR",,,"Interest on cash",a0b7075e-5e39-437a-be58-11791b386235,,,,,,
Interest on cash,2024-05-27 21:00:33.213,,,,,,,,,,0.61,"USD",,,"Interest on cash",09526267-bfda-40d6-bd3a-aa9a2af968f4,,,,,,
Interest on cash,2024-05-28 21:00:33.811,,,,,,,,,,0.14,"EUR",,,"Interest on cash",4bd8f4c8-1ba6-4386-b8f0-ece183379120,,,,,,
Interest on cash,2024-05-28 21:00:33.884,,,,,,,,,,0.61,"USD",,,"Interest on cash",1d65c76a-6d1b-4eec-88f3-cf9d7a625298,,,,,,
Interest on cash,2024-05-29 21:00:31.418,,,,,,,,,,0.14,"EUR",,,"Interest on cash",bbfef9b7-8a51-4963-98f0-e8980a9e10e3,,,,,,
Interest on cash,2024-05-29 21:00:31.482,,,,,,,,,,0.61,"USD",,,"Interest on cash",cddabef3-8313-45e4-ae3a-5ebf8e6fd21c,,,,,,
Interest on cash,2024-05-30 21:00:33.273,,,,,,,,,,0.14,"EUR",,,"Interest on cash",75463a93-ed59-4d9f-bfd0-371b0ed79217,,,,,,
Interest on cash,2024-05-30 21:00:33.359,,,,,,,,,,0.61,"USD",,,"Interest on cash",2c577f30-2903-4daf-86a6-5cee4b3e2a34,,,,,,
Dividend (Dividend),2024-05-31 11:55:30,US1252691001,CF,"CF Industries",1.5000000000,0.43,USD,Not available,,,0.59,"EUR",0.11,USD,,,,,,,,
Interest on cash,2024-05-31 21:00:30.498,,,,,,,,,,0.14,"EUR",,,"Interest on cash",7e0d077b-86fe-4177-b41e-13ee48d9d8b0,,,,,,
Interest on cash,2024-05-31 21:00:30.559,,,,,,,,,,0.62,"USD",,,"Interest on cash",d8e443bb-4312-4541-9dc8-99d613ac2f5d,,,,,,
Interest on cash,2024-06-01 21:00:31.224,,,,,,,,,,0.14,"EUR",,,"Interest on cash",643060a4-84f2-4060-b1dc-759170ee039b,,,,,,
Interest on cash,2024-06-01 21:00:31.277,,,,,,,,,,0.61,"USD",,,"Interest on cash",4854c902-545a-4c21-9a2f-2818514d7553,,,,,,
Interest on cash,2024-06-02 21:00:31.42,,,,,,,,,,0.15,"EUR",,,"Interest on cash",17226b3d-f0e8-4791-ae7a-439c9dc3c794,,,,,,
Interest on cash,2024-06-02 21:00:31.472,,,,,,,,,,0.61,"USD",,,"Interest on cash",1b3720f5-69df-4c28-a124-0afc464290f1,,,,,,
Market buy,2024-06-03 17:04:14.997,US36467W1099,GME,"GameStop",4.0000000000,30.50,USD,1.08841,,"EUR",112.26,"EUR",,,,EOF15455358489,,,,,0.17,"EUR"
Interest on cash,2024-06-03 21:00:32.497,,,,,,,,,,0.12,"EUR",,,"Interest on cash",336f6597-2325-47b8-91dc-c1ec7be8e143,,,,,,
Interest on cash,2024-06-03 21:00:32.553,,,,,,,,,,0.61,"USD",,,"Interest on cash",c93a63e6-42ff-4b24-bcdb-c3104ed41864,,,,,,
Market buy,2024-06-04 14:57:08.873,US36467W1099,GME,"GameStop",4.0000000000,26.70,USD,1.08801,,"EUR",98.31,"EUR",,,,EOF15500687925,,,,,0.15,"EUR"
Market buy,2024-06-04 15:00:22.355,US36467W1099,GME,"GameStop",2.0000000000,26.93,USD,1.08808,,"EUR",49.57,"EUR",,,,EOF15500688661,,,,,0.07,"EUR"
Market buy,2024-06-04 15:03:21.154,US36467W1099,GME,"GameStop",5.0000000000,27.05,USD,1.08783,,"EUR",124.52,"EUR",,,,EOF15500689169,,,,,0.19,"EUR"
Market buy,2024-06-04 15:11:03.326,US36467W1099,GME,"GameStop",5.0000000000,27.75,USD,1.08789,,"EUR",127.73,"EUR",,,,EOF15500690581,,,,,0.19,"EUR"
Interest on cash,2024-06-04 21:00:32.509,,,,,,,,,,0.09,"EUR",,,"Interest on cash",491cb844-95dc-4926-b03d-2678e53523bf,,,,,,
Interest on cash,2024-06-04 21:00:32.587,,,,,,,,,,0.61,"USD",,,"Interest on cash",631ea108-35b5-4bb2-835f-e2173e1bface,,,,,,
Withdrawal,2024-06-05 04:42:03.339,,,,,,,,,,-100.00,"EUR",,,,1ccb1441-b178-404c-b285-e7385bcdfab2,,,,,,
Interest on cash,2024-06-05 21:00:32.671,,,,,,,,,,0.07,"EUR",,,"Interest on cash",76ddcbf9-e642-432f-b182-0639c03e5e69,,,,,,
Interest on cash,2024-06-05 21:00:32.761,,,,,,,,,,0.62,"USD",,,"Interest on cash",85d7e516-a646-49be-8bda-48145e1a8993,,,,,,
Market buy,2024-06-06 14:12:49.149,US8334451098,SNOW,"Snowflake",0.5000000000,134.11,USD,1.08784,,"EUR",61.73,"EUR",,,,EOF15600726665,,,,,0.09,"EUR"
Market buy,2024-06-06 16:06:59.205,US70450Y1038,PYPL,"PayPal",5.0000000000,66.43,USD,1.08812,,"EUR",305.71,"EUR",,,,EOF15601908255,,,,,0.46,"EUR"
Market buy,2024-06-06 16:07:11.401,US70450Y1038,PYPL,"PayPal",1.0000000000,66.36,USD,1.08804,,"EUR",61.08,"EUR",,,,EOF15601908267,,,,,0.09,"EUR"
Interest on cash,2024-06-06 21:00:32.978,,,,,,,,,,0.02,"EUR",,,"Interest on cash",a2c6f111-c7b5-438b-ab50-e8639968423d,,,,,,
Interest on cash,2024-06-06 21:00:33.037,,,,,,,,,,0.61,"USD",,,"Interest on cash",a59f4cdf-5a48-4eaf-a235-3c4255bfa4f4,,,,,,
Deposit,2024-06-07 06:45:18.591,,,,,,,,,,500.00,"EUR",,,"Bank Transfer",7c5cbd66-c4b3-4354-ab72-1548a2f8ee08,,,,,,
Dividend (Dividend),2024-06-07 08:56:26,US00202F1021,AMKBY,"AP Moller Maersk",21.0000000000,0.33,USD,Not available,,,6.30,"EUR",0.00,USD,,,,,,,,
Market buy,2024-06-07 10:46:19.642,US36467W1099,GME,"GameStop",7.0000000000,41.36,USD,1.08915,,"EUR",266.22,"EUR",,,,EOF15650100762,,,,,0.40,"EUR"
Market buy,2024-06-07 10:52:24.391,US36467W1099,GME,"GameStop",7.0000000000,40.55,USD,1.08917,,"EUR",261.00,"EUR",,,,EOF15650101885,,,,,0.39,"EUR"
Market buy,2024-06-07 10:53:10.853,US36467W1099,GME,"GameStop",1.0000000000,41.40,USD,1.08918,,"EUR",38.07,"EUR",,,,EOF15650102024,,,,,0.06,"EUR"
Market buy,2024-06-07 14:26:11.521,US36467W1099,GME,"GameStop",1.0000000000,36.90,USD,1.08147,,"EUR",34.17,"EUR",,,,EOF15651372188,,,,,0.05,"EUR"
Interest on cash,2024-06-07 21:00:30.924,,,,,,,,,,0.02,"EUR",,,"Interest on cash",9c998828-7c73-4574-ac5a-b386d101bab5,,,,,,
Interest on cash,2024-06-07 21:00:31,,,,,,,,,,0.61,"USD",,,"Interest on cash",99eccab9-6530-42fc-a946-c865a14a4a71,,,,,,
Interest on cash,2024-06-08 21:00:33.553,,,,,,,,,,0.01,"EUR",,,"Interest on cash",b0a9ea83-d09b-4fce-8e75-d103cd9e784a,,,,,,
Interest on cash,2024-06-08 21:00:33.64,,,,,,,,,,0.61,"USD",,,"Interest on cash",cd72f816-5665-4706-8055-ec2c1d982545,,,,,,
Interest on cash,2024-06-09 21:00:34.012,,,,,,,,,,0.01,"EUR",,,"Interest on cash",01400684-55ec-4074-8e10-4f349d7d6999,,,,,,
Interest on cash,2024-06-09 21:00:34.066,,,,,,,,,,0.62,"USD",,,"Interest on cash",4fe65bb7-9313-4ae2-8468-a498729c69a0,,,,,,
Dividend (Dividend),2024-06-10 09:51:41,US4592001014,IBM,"IBM",1.6074221000,1.42,USD,Not available,,,2.12,"EUR",0.40,USD,,,,,,,,
Market buy,2024-06-10 19:11:46.065,US36467W1099,GME,"GameStop",5.0000000000,23.96,USD,1.00000,,"USD",119.80,"USD",,,,EOF15753963959,,,,,,
Market buy,2024-06-10 19:12:11.409,US36467W1099,GME,"GameStop",4.0000000000,24.14,USD,1.00000,,"USD",96.56,"USD",,,,EOF15753964002,,,,,,
Interest on cash,2024-06-10 21:00:33.643,,,,,,,,,,0.02,"EUR",,,"Interest on cash",34972c79-b465-460f-8144-443174ea7653,,,,,,
Interest on cash,2024-06-10 21:00:33.706,,,,,,,,,,0.58,"USD",,,"Interest on cash",e07f59f8-f97b-4aae-baee-2ff66bcd8cfe,,,,,,
Limit buy,2024-06-11 13:02:28.787,US36467W1099,GME,"GameStop",40.0000000000,24.59,USD,1.00000,,"USD",983.60,"USD",,,,EOF15754724894,,,,,,
Market buy,2024-06-11 13:57:39.116,US36467W1099,GME,"GameStop",10.0000000000,23.04,USD,1.00000,,"USD",230.40,"USD",,,,EOF15800711167,,,,,,
Interest on cash,2024-06-11 21:00:35.714,,,,,,,,,,0.01,"EUR",,,"Interest on cash",d4a64dd6-f366-4f3c-8fe5-c9401339ec6e,,,,,,
Interest on cash,2024-06-11 21:00:35.775,,,,,,,,,,0.42,"USD",,,"Interest on cash",a978395f-2247-48fe-abc7-115da9bbb682,,,,,,
Dividend (Dividend),2024-06-12 12:15:55,US88579Y1010,MMM,"3M",4.0000000000,0.60,USD,Not available,,,2.22,"EUR",0.42,USD,,,,,,,,
Interest on cash,2024-06-12 21:00:32.663,,,,,,,,,,0.01,"EUR",,,"Interest on cash",80684ea2-af6b-4961-9c98-3d7d3c7e3f14,,,,,,
Interest on cash,2024-06-12 21:00:32.715,,,,,,,,,,0.42,"USD",,,"Interest on cash",d1f3961a-09b3-469e-b663-30df0bf7d05c,,,,,,
Interest on cash,2024-06-13 21:00:36.177,,,,,,,,,,0.02,"EUR",,,"Interest on cash",0a171238-2e7c-4edf-9b13-ecb66621c3d8,,,,,,
Interest on cash,2024-06-13 21:00:36.301,,,,,,,,,,0.41,"USD",,,"Interest on cash",219b587e-f2e9-4f04-a34a-e7917a56b69c,,,,,,
Dividend (Dividend),2024-06-14 12:29:03,US7170811035,PFE,"Pfizer",9.0000000000,0.36,USD,Not available,,,2.99,"EUR",0.57,USD,,,,,,,,
Interest on cash,2024-06-14 21:00:35.305,,,,,,,,,,0.01,"EUR",,,"Interest on cash",39c4ef23-3cc8-4d66-90fd-28f52f58e372,,,,,,
Interest on cash,2024-06-14 21:00:35.373,,,,,,,,,,0.42,"USD",,,"Interest on cash",508f946e-8cab-4e00-9f46-46939bac71e9,,,,,,
Interest on cash,2024-06-15 21:00:33.788,,,,,,,,,,0.02,"EUR",,,"Interest on cash",c46a6d39-df61-44bd-aaf1-9d6e88fef9b3,,,,,,
Interest on cash,2024-06-15 21:00:33.882,,,,,,,,,,0.42,"USD",,,"Interest on cash",74bc4afe-fa54-4f2b-b07e-c2d172111882,,,,,,
Interest on cash,2024-06-16 21:00:32.311,,,,,,,,,,0.01,"EUR",,,"Interest on cash",cee41c84-2603-4b5b-b069-0a7f04e7723d,,,,,,
Interest on cash,2024-06-16 21:00:32.385,,,,,,,,,,0.42,"USD",,,"Interest on cash",ad710188-3121-4ca5-aeba-e9fb0dc6c7d5,,,,,,
Interest on cash,2024-06-17 21:00:38.58,,,,,,,,,,0.02,"EUR",,,"Interest on cash",2f761e23-ec9a-4baf-b641-2d3a987b55ef,,,,,,
Interest on cash,2024-06-17 21:00:38.63,,,,,,,,,,0.42,"USD",,,"Interest on cash",22f9659a-5d84-4cca-8743-f7973e3d7425,,,,,,
Interest on cash,2024-06-18 21:00:37.495,,,,,,,,,,0.01,"EUR",,,"Interest on cash",9288f86e-455d-460a-b2d4-3ae1b414db62,,,,,,
Interest on cash,2024-06-18 21:00:37.555,,,,,,,,,,0.42,"USD",,,"Interest on cash",3f825ef7-704d-4cb9-a7ba-772e1c185557,,,,,,
Interest on cash,2024-06-19 21:00:40.648,,,,,,,,,,0.01,"EUR",,,"Interest on cash",0e2d35ee-d8ff-4070-bfb3-5cdd1e561ff8,,,,,,
Interest on cash,2024-06-19 21:00:40.709,,,,,,,,,,0.41,"USD",,,"Interest on cash",a2534539-027e-4417-8fab-af9885f9f4dc,,,,,,
Dividend (Dividend),2024-06-20 09:44:57,MHY8162K2046,SBLK,"Star Bulk Carriers",1.0000000000,0.75,USD,Not available,,,0.70,"EUR",0.00,USD,,,,,,,,
Dividend (Dividend),2024-06-20 09:51:18,US61945C1036,MOS,"Mosaic",8.0003540000,0.18,USD,Not available,,,1.33,"EUR",0.25,USD,,,,,,,,
Interest on cash,2024-06-20 21:00:40.567,,,,,,,,,,0.02,"EUR",,,"Interest on cash",0255d088-f3f6-44be-824f-8a42eecaba32,,,,,,
Interest on cash,2024-06-20 21:00:40.657,,,,,,,,,,0.42,"USD",,,"Interest on cash",fe0300e3-71bb-4893-93e5-5b03e140f379,,,,,,
Interest on cash,2024-06-21 21:00:40.13,,,,,,,,,,0.01,"EUR",,,"Interest on cash",8cb9766f-89ff-4f67-8217-8783e08e4884,,,,,,
Interest on cash,2024-06-21 21:00:40.314,,,,,,,,,,0.42,"USD",,,"Interest on cash",87b6f371-ab3b-4b45-a9e2-5739c4320153,,,,,,
Interest on cash,2024-06-22 21:00:39.024,,,,,,,,,,0.02,"EUR",,,"Interest on cash",bde94960-c6bc-4b95-b9e6-f1ade94a55bc,,,,,,
Interest on cash,2024-06-22 21:00:39.084,,,,,,,,,,0.42,"USD",,,"Interest on cash",e60eda42-52f0-4039-8aba-ea44e6ca9901,,,,,,
Interest on cash,2024-06-23 21:00:40.238,,,,,,,,,,0.01,"EUR",,,"Interest on cash",62af7425-fd0a-4abb-aabe-e8717f910193,,,,,,
Interest on cash,2024-06-23 21:00:40.3,,,,,,,,,,0.42,"USD",,,"Interest on cash",8deaf3c5-7944-43a9-a010-2fed1a3df619,,,,,,
Interest on cash,2024-06-24 21:00:40.684,,,,,,,,,,0.02,"EUR",,,"Interest on cash",f9e84419-e039-4dfb-90b9-c5f8b69577ac,,,,,,
Interest on cash,2024-06-24 21:00:40.766,,,,,,,,,,0.42,"USD",,,"Interest on cash",7f3f6b8d-3053-429f-82dd-44cae835dc81,,,,,,
Interest on cash,2024-06-25 21:00:38.625,,,,,,,,,,0.01,"EUR",,,"Interest on cash",241bde05-f1f2-4c7c-acd3-2bf17c860e31,,,,,,
Interest on cash,2024-06-25 21:00:38.677,,,,,,,,,,0.42,"USD",,,"Interest on cash",1406b013-661f-44d4-9449-3e68642728ea,,,,,,
Dividend (Dividend),2024-06-26 12:32:31,IE00BSKRJZ44,IDTL,"iShares USD Treasury Bond 20+yr (Dist)",125.0000000000,0.08,USD,Not available,,,8.85,"EUR",0.00,USD,,,,,,,,
Market buy,2024-06-26 14:07:28.062,US0126531013,ALB,"Albemarle",0.2200000000,97.75,USD,1.06830,,"EUR",20.16,"EUR",,,,EOF16550990315,,,,,0.03,"EUR"
Interest on cash,2024-06-26 21:00:39.26,,,,,,,,,,0.01,"EUR",,,"Interest on cash",2c1328c0-7f48-479e-b057-11763a2cb707,,,,,,
Interest on cash,2024-06-26 21:00:39.321,,,,,,,,,,0.42,"USD",,,"Interest on cash",7fcf69b1-6602-4630-9b7a-3c12219f33b7,,,,,,
Interest on cash,2024-06-27 21:00:41.847,,,,,,,,,,0.02,"EUR",,,"Interest on cash",6b595d20-c6d6-48f8-b983-cb1beafd602a,,,,,,
Interest on cash,2024-06-27 21:00:41.904,,,,,,,,,,0.41,"USD",,,"Interest on cash",cbb65b2c-0f8c-4ac7-8cc6-83e66aa57a38,,,,,,
Interest on cash,2024-06-28 21:00:40.267,,,,,,,,,,0.01,"EUR",,,"Interest on cash",2c1ace16-c168-4ff6-ae7b-7cdad2707d8f,,,,,,
Interest on cash,2024-06-28 21:00:40.337,,,,,,,,,,0.42,"USD",,,"Interest on cash",66d069df-39b8-481c-ba2d-6ff397d90473,,,,,,
Interest on cash,2024-06-29 21:00:42.226,,,,,,,,,,0.01,"EUR",,,"Interest on cash",6bbe3c59-29ae-40ca-ad1e-380730f5b9c0,,,,,,
Interest on cash,2024-06-29 21:00:42.283,,,,,,,,,,0.42,"USD",,,"Interest on cash",1c0375bc-0887-45fa-a2be-dbb4941d978f,,,,,,
Interest on cash,2024-06-30 21:00:42.563,,,,,,,,,,0.02,"EUR",,,"Interest on cash",e69e1e30-d1f1-41b9-b9b8-3edf78a72970,,,,,,
Interest on cash,2024-06-30 21:00:42.635,,,,,,,,,,0.42,"USD",,,"Interest on cash",b2b493cc-7139-4350-94b9-21ebdfa9c00d,,,,,,
Dividend (Dividend),2024-07-01 14:34:21,US0126531013,ALB,"Albemarle",1.3000253200,0.34,USD,Not available,,,0.41,"EUR",0.08,USD,,,,,,,,
Interest on cash,2024-07-01 21:00:40.097,,,,,,,,,,0.01,"EUR",,,"Interest on cash",9501b8c8-287c-4184-b066-f87e9b142673,,,,,,
Interest on cash,2024-07-01 21:00:40.157,,,,,,,,,,0.42,"USD",,,"Interest on cash",351185c4-5b2b-4d27-9dd5-21777c9a5662,,,,,,
Interest on cash,2024-07-02 21:00:40.346,,,,,,,,,,0.01,"EUR",,,"Interest on cash",7a681830-fdb5-4373-bec1-42fddec04183,,,,,,
Interest on cash,2024-07-02 21:00:40.412,,,,,,,,,,0.42,"USD",,,"Interest on cash",2d26715f-ed28-42b8-b386-b59daccf92c8,,,,,,
Interest on cash,2024-07-03 21:00:40.133,,,,,,,,,,0.02,"EUR",,,"Interest on cash",20d2476b-55b9-467c-8de0-75328d27c9dd,,,,,,
Interest on cash,2024-07-03 21:00:40.233,,,,,,,,,,0.42,"USD",,,"Interest on cash",f9aafb66-2d6e-4f62-8131-fd74d1e358c3,,,,,,
Interest on cash,2024-07-04 21:00:43.501,,,,,,,,,,0.01,"EUR",,,"Interest on cash",6c410c7b-c625-4fb8-b7bc-00de23b85996,,,,,,
