Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Notes,ID,Currency conversion from amount,Currency (Currency conversion from amount),Currency conversion to amount,Currency (Currency conversion to amount),Currency conversion fee,Currency (Currency conversion fee)
Interest on cash,2024-09-29 01:01:38.957,,,,,,,,,,0.14,"EUR",,,"Interest on cash",b2864cfe-ced9-437d-a425-36ae2febb5db,,,,,,
Interest on cash,2024-09-29 01:01:39.056,,,,,,,,,,0.01,"USD",,,"Interest on cash",45ccb242-53eb-45be-92f1-ea36cbfdd54a,,,,,,
Interest on cash,2024-09-30 01:01:37.429,,,,,,,,,,0.14,"EUR",,,"Interest on cash",737fe0c4-c6e6-4ef8-b5ed-811f47913708,,,,,,
Interest on cash,2024-09-30 01:01:37.515,,,,,,,,,,0.01,"USD",,,"Interest on cash",29cd7827-0048-4471-838f-c8da585b4bd4,,,,,,
Interest on cash,2024-10-01 01:01:36.749,,,,,,,,,,0.14,"EUR",,,"Interest on cash",01a020f0-db19-450c-bd92-30ae8dbed33d,,,,,,
Lending interest,2024-10-01 01:01:47.944,,,,,,,,,,0.26,"EUR",,,"Share lending interest",0d121d2c-bce4-48d6-8bd7-d22e72c87ff0,,,,,,
Dividend (Dividend),2024-10-01 10:20:34,US0126531013,ALB,"Albemarle",3.0000000000,0.34,USD,Not available,,,0.93,"EUR",0.18,USD,,,,,,,,
Interest on cash,2024-10-02 01:01:37.327,,,,,,,,,,0.14,"EUR",,,"Interest on cash",db68c516-fa05-47b6-94a1-bf709706d1cc,,,,,,
Interest on cash,2024-10-02 01:01:37.399,,,,,,,,,,0.01,"USD",,,"Interest on cash",0478ab28-3555-44e3-b69c-568e409ae5ed,,,,,,
Lending interest,2024-10-02 01:19:23.611,,,,,,,,,,0.27,"EUR",,,"Share lending interest",c554ffeb-c983-46fd-abeb-63a3c7b8555d,,,,,,
Interest on cash,2024-10-03 01:01:35.493,,,,,,,,,,0.13,"EUR",,,"Interest on cash",4722c358-9f56-4c5c-8f4c-019f2b2c6616,,,,,,
Lending interest,2024-10-03 01:17:21.607,,,,,,,,,,0.28,"EUR",,,"Share lending interest",a78caf10-1744-45d8-86fc-f494800e81cd,,,,,,
Interest on cash,2024-10-04 01:01:39.243,,,,,,,,,,0.14,"EUR",,,"Interest on cash",f5b7e69b-8809-4b14-8fe9-72adbe96b9be,,,,,,
Interest on cash,2024-10-04 01:01:39.308,,,,,,,,,,0.01,"USD",,,"Interest on cash",1b97b725-af6a-4333-9e7c-0633c7bdc0d4,,,,,,
Lending interest,2024-10-04 01:10:46.539,,,,,,,,,,0.27,"EUR",,,"Share lending interest",c358320c-3575-486c-941a-84c472e7acaa,,,,,,
Market buy,2024-10-04 14:53:03.265,US7311052010,PSNY,"Polestar Automotive Holding UK",1.2000000000,1.68,USD,1.09565,,"EUR",1.84,"EUR",,,,EOF21452215328,,,,,,
Market buy,2024-10-04 14:53:48.279,US7311052010,PSNY,"Polestar Automotive Holding UK",140.0000000000,1.69,USD,1.09745,,"EUR",215.91,"EUR",,,,EOF21452215615,,,,,0.32,"EUR"
Market buy,2024-10-04 14:54:00.286,US7311052010,PSNY,"Polestar Automotive Holding UK",8.0000000000,1.69,USD,1.09740,,"EUR",12.34,"EUR",,,,EOF21452215654,,,,,0.02,"EUR"
Interest on cash,2024-10-05 01:01:45.783,,,,,,,,,,0.11,"EUR",,,"Interest on cash",eee2d75a-ce19-4d2c-944e-eb9b97a8033a,,,,,,
Lending interest,2024-10-05 01:16:37.64,,,,,,,,,,0.27,"EUR",,,"Share lending interest",56f0833a-9a5e-4aeb-a5dd-f77e1d47b546,,,,,,
Interest on cash,2024-10-06 01:01:42.495,,,,,,,,,,0.11,"EUR",,,"Interest on cash",d0909a7c-e65c-410d-9c27-11100a04451c,,,,,,
Interest on cash,2024-10-06 01:01:42.573,,,,,,,,,,0.01,"USD",,,"Interest on cash",2c4dd28e-4862-40a8-8c4f-baf87d34af67,,,,,,
Interest on cash,2024-10-07 01:01:49.327,,,,,,,,,,0.11,"EUR",,,"Interest on cash",d94b51b6-5ae9-4303-806a-ebb855014c2b,,,,,,
Interest on cash,2024-10-07 01:01:49.412,,,,,,,,,,0.01,"USD",,,"Interest on cash",80f233e2-bbd7-44d2-9db5-edae2be9f0c3,,,,,,
Lending interest,2024-10-07 01:14:43.399,,,,,,,,,,0.56,"EUR",,,"Share lending interest",ea53e0f3-34c0-47f6-b2cf-13ef69668161,,,,,,
Market sell,2024-10-07 14:36:37.959,US26853E1029,EH,"EHang",4.0000000000,21.28,USD,1.09747,28.18,"EUR",77.44,"EUR",,,,EOF21603713634,,,,,0.12,"EUR"
Interest on cash,2024-10-08 01:01:49.472,,,,,,,,,,0.11,"EUR",,,"Interest on cash",867fef8b-b899-411e-bf4b-6cc82d5cdd07,,,,,,
Lending interest,2024-10-08 01:10:00.34,,,,,,,,,,0.40,"EUR",,,"Share lending interest",3ae628e5-3a92-4ca3-9574-2045cfc6b5ca,,,,,,
Market sell,2024-10-08 18:04:11.44,US1252691001,CF,"CF Industries",1.5000000000,86.79,USD,1.09749,10.05,"EUR",118.44,"EUR",,,,EOF21652292741,,,,,0.18,"EUR"
Market sell,2024-10-08 18:05:35.359,MHY8162K2046,SBLK,"Star Bulk Carriers",1.0000000000,22.08,USD,1.09741,-0.44,"EUR",20.09,"EUR",,,,EOF21652292866,,,,,0.03,"EUR"
Withdrawal,2024-10-08 18:06:12.928,,,,,,,,,,-220.00,"EUR",,,,d79cb9c5-1dd1-4921-861a-5966303907fa,,,,,,
Interest on cash,2024-10-09 01:01:48.725,,,,,,,,,,0.11,"EUR",,,"Interest on cash",16db9e8e-8d47-4741-89ca-03b957eb0990,,,,,,
Interest on cash,2024-10-09 01:01:48.834,,,,,,,,,,0.01,"USD",,,"Interest on cash",dd393918-a7e0-49ee-9778-829a46f72aed,,,,,,
Lending interest,2024-10-09 01:02:47.95,,,,,,,,,,0.40,"EUR",,,"Share lending interest",7869be6d-4ae3-4452-acc3-aff00eef2001,,,,,,
Market buy,2024-10-09 18:55:47.64,US15118V2079,CELH,"Celsius",3.4000000000,30.12,USD,1.09363,,"EUR",93.78,"EUR",,,,EOF21702765436,,,,,0.14,"EUR"
Market buy,2024-10-09 18:56:01.743,US15118V2079,CELH,"Celsius",0.1000000000,30.11,USD,1.09490,,"EUR",2.75,"EUR",,,,EOF21702765459,,,,,,
Market buy,2024-10-09 19:46:34.081,US15118V2079,CELH,"Celsius",2.0000000000,30.28,USD,1.09373,,"EUR",55.45,"EUR",,,,EOF21702770799,,,,,0.08,"EUR"
Interest on cash,2024-10-10 01:01:50.922,,,,,,,,,,0.10,"EUR",,,"Interest on cash",0267d347-5c79-438f-90c1-e654f66d6277,,,,,,
Lending interest,2024-10-10 01:16:19.744,,,,,,,,,,0.39,"EUR",,,"Share lending interest",0df5ae45-2aab-48e6-9241-c0445c4e9c79,,,,,,
Market sell,2024-10-10 16:08:18.711,US15118V2079,CELH,"Celsius",5.5000000000,34.05,USD,1.09268,19.63,"EUR",171.13,"EUR",,,,EOF21752318980,,,,,0.26,"EUR"
Market buy,2024-10-10 17:26:47.356,US98980L1017,ZM,"Zoom Video Communications",1.3000000000,71.08,USD,1.09121,,"EUR",84.81,"EUR",,,,EOF21752330057,,,,,0.13,"EUR"
Market buy,2024-10-10 17:27:11.683,US98980L1017,ZM,"Zoom Video Communications",0.1000000000,71.06,USD,1.09155,,"EUR",6.52,"EUR",,,,EOF21752330100,,,,,0.01,"EUR"
Interest on cash,2024-10-11 01:01:48.161,,,,,,,,,,0.10,"EUR",,,"Interest on cash",481462cb-6502-49d6-b67c-92cdb6a523d3,,,,,,
Interest on cash,2024-10-11 01:01:48.23,,,,,,,,,,0.01,"USD",,,"Interest on cash",32262bc6-8759-43fc-916e-ebeec3ee6c5a,,,,,,
Lending interest,2024-10-11 01:16:41.291,,,,,,,,,,0.36,"EUR",,,"Share lending interest",ef9a25fc-cd12-4dcf-af09-b59f2e3ff0bd,,,,,,
Interest on cash,2024-10-12 01:01:50.205,,,,,,,,,,0.10,"EUR",,,"Interest on cash",3156707a-b779-49e2-852f-da661828d3a7,,,,,,
Lending interest,2024-10-12 01:13:02.955,,,,,,,,,,0.35,"EUR",,,"Share lending interest",70444c5f-4c7c-4eb1-b21b-085eeb1be550,,,,,,
Interest on cash,2024-10-13 01:01:48.756,,,,,,,,,,0.10,"EUR",,,"Interest on cash",5453bd62-d04a-41a6-bef7-42a214a127ea,,,,,,
Interest on cash,2024-10-13 01:01:48.874,,,,,,,,,,0.01,"USD",,,"Interest on cash",b5675b4d-a33f-4e47-a9f7-0cce873cbb5b,,,,,,
Interest on cash,2024-10-14 01:01:46.012,,,,,,,,,,0.10,"EUR",,,"Interest on cash",890f676e-be0a-4db4-85ca-406855e10f3c,,,,,,
Interest on cash,2024-10-14 01:01:46.085,,,,,,,,,,0.01,"USD",,,"Interest on cash",1c7d8b39-046d-4973-bab9-8ba3d8e491e7,,,,,,
Lending interest,2024-10-14 01:20:06.466,,,,,,,,,,0.76,"EUR",,,"Share lending interest",d0b7ef74-a805-45fc-a246-af818605ec96,,,,,,
Market sell,2024-10-14 15:10:28.675,JE00B1VS2W53,PHPT,"WisdomTree Physical Platinum",2.6340000000,91.32,USD,1.09161,2.44,"EUR",220.02,"EUR",,,,EOF21954312043,,,,,0.33,"EUR"
Market sell,2024-10-14 15:10:29.485,JE00B1VS2W53,PHPT,"WisdomTree Physical Platinum",0.8660000000,91.35,USD,1.09161,0.83,"EUR",72.36,"EUR",,,,EOF21954312045,,,,,0.11,"EUR"
Market buy,2024-10-14 15:11:14.347,US91332U1016,U,"Unity Software",13.5000000000,21.79,USD,1.09152,,"EUR",269.90,"EUR",,,,EOF21954312181,,,,,0.40,"EUR"
Market buy,2024-10-14 15:11:35.283,US91332U1016,U,"Unity Software",0.5000000000,21.78,USD,1.09118,,"EUR",9.99,"EUR",,,,EOF21954312261,,,,,0.01,"EUR"
Market buy,2024-10-14 15:11:51.138,US91332U1016,U,"Unity Software",0.5000000000,21.80,USD,1.09109,,"EUR",10.00,"EUR",,,,EOF21954312399,,,,,0.01,"EUR"
Market buy,2024-10-14 15:12:50.953,US91332U1016,U,"Unity Software",3.5000000000,21.81,USD,1.09127,,"EUR",70.05,"EUR",,,,EOF21954312817,,,,,0.10,"EUR"
Market sell,2024-10-14 15:13:52.408,US62914V1061,NIO,"NIO",20.0000000000,5.90,USD,1.09137,7.56,"EUR",107.96,"EUR",,,,EOF21954313143,,,,,0.16,"EUR"
Market buy,2024-10-14 15:14:18.503,US91332U1016,U,"Unity Software",5.8000000000,21.81,USD,1.09134,,"EUR",116.08,"EUR",,,,EOF21954313202,,,,,0.17,"EUR"
Market buy,2024-10-14 15:14:30.083,US91332U1016,U,"Unity Software",0.2000000000,21.83,USD,1.09150,,"EUR",4.01,"EUR",,,,EOF21954313249,,,,,0.01,"EUR"
Market sell,2024-10-14 15:15:11.003,US8740602052,TAK,"Takeda Pharmaceutical",11.0000000000,14.27,USD,1.09150,-5.13,"EUR",143.59,"EUR",,,,EOF21954313430,,,,,0.22,"EUR"
Market buy,2024-10-14 15:15:29.036,US91332U1016,U,"Unity Software",7.0000000000,21.85,USD,1.09133,,"EUR",140.36,"EUR",,,,EOF21954313527,,,,,0.21,"EUR"
Market buy,2024-10-14 15:15:43.694,US91332U1016,U,"Unity Software",0.5000000000,21.84,USD,1.09090,,"EUR",10.03,"EUR",,,,EOF21954313569,,,,,0.02,"EUR"
Market sell,2024-10-14 15:21:36.94,US2566771059,DG,"Dollar General",1.0000000000,80.67,USD,1.09116,0.19,"EUR",73.82,"EUR",,,,EOF21954315685,,,,,0.11,"EUR"
Market buy,2024-10-14 15:22:04.152,US7311052010,PSNY,"Polestar Automotive Holding UK",54.0000000000,1.38,USD,1.09106,,"EUR",68.40,"EUR",,,,EOF21954315815,,,,,0.10,"EUR"
Market buy,2024-10-14 15:22:26.301,US7311052010,PSNY,"Polestar Automotive Holding UK",5.0000000000,1.38,USD,1.09177,,"EUR",6.33,"EUR",,,,EOF21954315883,,,,,0.01,"EUR"
Market buy,2024-10-14 15:23:05.529,US7311052010,PSNY,"Polestar Automotive Holding UK",1.0000000000,1.38,USD,1.09523,,"EUR",1.26,"EUR",,,,EOF21954315989,,,,,,
Market buy,2024-10-14 15:23:20.71,US91332U1016,U,"Unity Software",0.5000000000,21.67,USD,1.09113,,"EUR",9.94,"EUR",,,,EOF21954316025,,,,,0.01,"EUR"
Market buy,2024-10-14 15:23:53.606,US7311052010,PSNY,"Polestar Automotive Holding UK",60.0000000000,1.38,USD,1.09105,,"EUR",76.00,"EUR",,,,EOF21954316125,,,,,0.11,"EUR"
Market buy,2024-10-14 15:24:36.945,US7311052010,PSNY,"Polestar Automotive Holding UK",7.0000000000,1.38,USD,1.09152,,"EUR",8.86,"EUR",,,,EOF21954316227,,,,,0.01,"EUR"
Market sell,2024-10-14 15:26:07.971,US83444M1018,SOLV,"Solventum",1.0000000000,68.78,USD,1.09122,48.05,"EUR",62.94,"EUR",,,,EOF21954316762,,,,,0.09,"EUR"
Market buy,2024-10-14 15:26:43.325,US98980L1017,ZM,"Zoom Video Communications",0.9000000000,68.29,USD,1.09108,,"EUR",56.41,"EUR",,,,EOF21954316856,,,,,0.08,"EUR"
Interest on cash,2024-10-15 01:01:43.394,,,,,,,,,,0.09,"EUR",,,"Interest on cash",55500b24-d03c-431b-80f6-d54b0dd51e41,,,,,,
Lending interest,2024-10-15 01:08:21.625,,,,,,,,,,0.34,"EUR",,,"Share lending interest",3f0590ce-ce3f-4db7-aac5-6fd9f8cfb5b0,,,,,,
Interest on cash,2024-10-16 01:01:43.718,,,,,,,,,,0.08,"EUR",,,"Interest on cash",f3997cbc-0361-4ff9-a4f5-f6a2e280b282,,,,,,
Interest on cash,2024-10-16 01:01:43.782,,,,,,,,,,0.01,"USD",,,"Interest on cash",f07b7d69-a754-4816-b7cf-10b8ae00ad66,,,,,,
Lending interest,2024-10-16 01:08:43.681,,,,,,,,,,0.45,"EUR",,,"Share lending interest",ddd56815-0fd3-4bd2-ab7a-0a47d0526b63,,,,,,
Market buy,2024-10-16 13:56:37.813,US7311052010,PSNY,"Polestar Automotive Holding UK",6.0000000000,1.23,USD,1.08849,,"EUR",6.79,"EUR",,,,EOF22051684265,,,,,0.01,"EUR"
Market sell,2024-10-16 16:24:21.142,US9778521024,WOLF,"Wolfspeed",90.0000000000,16.35,USD,1.08768,681.20,"EUR",1350.84,"EUR",,,,EOF22053175026,,,,,2.03,"EUR"
Market sell,2024-10-16 16:26:23.463,US9778521024,WOLF,"Wolfspeed",110.0000000000,16.24,USD,1.08751,821.73,"EUR",1640.19,"EUR",,,,EOF22053175265,,,,,2.46,"EUR"
Market sell,2024-10-16 16:33:27.755,US9778521024,WOLF,"Wolfspeed",63.0000000000,16.23,USD,1.08721,470.30,"EUR",939.06,"EUR",,,,EOF22053176713,,,,,1.41,"EUR"
Market buy,2024-10-16 16:35:12.812,US98980L1017,ZM,"Zoom Video Communications",4.5000000000,68.98,USD,1.08709,,"EUR",285.97,"EUR",,,,EOF22053176930,,,,,0.43,"EUR"
Market buy,2024-10-16 16:35:43.366,US98980L1017,ZM,"Zoom Video Communications",0.2000000000,68.98,USD,1.08715,,"EUR",12.71,"EUR",,,,EOF22053177046,,,,,0.02,"EUR"
Market buy,2024-10-16 16:40:13.214,US8522341036,SQ,"Block",10.0000000000,73.07,USD,1.08689,,"EUR",673.29,"EUR",,,,EOF22053178151,,,,,1.01,"EUR"
Market buy,2024-10-16 16:41:11.833,US98980L1017,ZM,"Zoom Video Communications",2.0000000000,69.07,USD,1.08677,,"EUR",127.30,"EUR",,,,EOF22053178385,,,,,0.19,"EUR"
Market buy,2024-10-16 16:44:10.389,US03945R1023,ACHR,"Archer Aviation",100.0000000000,3.18,USD,1.08684,,"EUR",293.03,"EUR",,,,EOF22053178913,,,,,0.44,"EUR"
Market buy,2024-10-16 17:50:43.205,US9314271084,WBA,"Walgreens Boots Alliance",100.0000000000,10.94,USD,1.08613,,"EUR",1008.75,"EUR",,,,EOF22053190073,,,,,1.51,"EUR"
Market buy,2024-10-16 17:53:02.512,US9314271084,WBA,"Walgreens Boots Alliance",95.0000000000,10.94,USD,1.08621,,"EUR",958.25,"EUR",,,,EOF22053190514,,,,,1.44,"EUR"
Market buy,2024-10-16 17:53:16.096,US9314271084,WBA,"Walgreens Boots Alliance",5.0000000000,10.94,USD,1.08617,,"EUR",50.44,"EUR",,,,EOF22053190543,,,,,0.08,"EUR"
Market buy,2024-10-16 17:53:27.681,US9314271084,WBA,"Walgreens Boots Alliance",3.0000000000,10.94,USD,1.08603,,"EUR",30.27,"EUR",,,,EOF22053190565,,,,,0.05,"EUR"
Market buy,2024-10-16 18:04:48.46,US7311052010,PSNY,"Polestar Automotive Holding UK",3.0000000000,1.27,USD,1.08547,,"EUR",3.52,"EUR",,,,EOF22053192864,,,,,0.01,"EUR"
Market sell,2024-10-16 21:29:16.897,US9778521024,WOLF,"Wolfspeed",10.0000000000,15.80,USD,1.08658,70.78,"EUR",145.19,"EUR",,,,EOF22054568884,,,,,0.22,"EUR"
Market sell,2024-10-16 21:29:55.782,US9778521024,WOLF,"Wolfspeed",190.0000000000,15.80,USD,1.08655,1344.89,"EUR",2758.71,"EUR",,,,EOF22054568901,,,,,4.14,"EUR"
Market sell,2024-10-16 21:32:32.742,US9778521024,WOLF,"Wolfspeed",50.0000000000,15.81,USD,1.08671,354.27,"EUR",726.33,"EUR",,,,EOF22054568950,,,,,1.09,"EUR"
Market sell,2024-10-16 21:52:15.155,US9778521024,WOLF,"Wolfspeed",40.0000000000,15.83,USD,1.08655,284.25,"EUR",581.89,"EUR",,,,EOF22054569881,,,,,0.87,"EUR"
Market sell,2024-10-16 21:52:56.857,US9778521024,WOLF,"Wolfspeed",10.0000000000,15.83,USD,1.08662,71.05,"EUR",145.46,"EUR",,,,EOF22054569894,,,,,0.22,"EUR"
Interest on cash,2024-10-17 01:01:50.241,,,,,,,,,,0.13,"EUR",,,"Interest on cash",1abb0fd2-6a24-4c95-84de-be3fd8ba0b30,,,,,,
Lending interest,2024-10-17 01:13:29.461,,,,,,,,,,0.44,"EUR",,,"Share lending interest",a4a2064d-c34e-4d14-9a6b-9552639c409c,,,,,,
Market buy,2024-10-17 12:49:15.111,US7311052010,PSNY,"Polestar Automotive Holding UK",25.0000000000,1.29,USD,1.08476,,"EUR",29.77,"EUR",,,,EOF22055893270,,,,,0.04,"EUR"
Market buy,2024-10-17 12:49:48.258,US76954A1034,RIVN,"Rivian Automotive",3.0000000000,10.16,USD,1.08469,,"EUR",28.14,"EUR",,,,EOF22055893288,,,,,0.04,"EUR"
Market buy,2024-10-17 12:50:55.692,US4581401001,INTC,"Intel",3.0000000000,22.59,USD,1.08449,,"EUR",62.58,"EUR",,,,EOF22055893570,,,,,0.09,"EUR"
Market buy,2024-10-17 12:51:14.659,US36467W1099,GME,"GameStop",3.0000000000,21.59,USD,1.08456,,"EUR",59.81,"EUR",,,,EOF22055893614,,,,,0.09,"EUR"
Market buy,2024-10-17 12:51:40.447,US6549022043,NOK,"Nokia",6.0000000000,4.21,USD,1.08505,,"EUR",23.31,"EUR",,,,EOF22055893639,,,,,0.03,"EUR"
Market buy,2024-10-17 12:52:15.221,US00202F1021,AMKBY,"AP Moller Maersk",2.0000000000,7.37,USD,1.08462,,"EUR",13.61,"EUR",,,,EOF22055893706,,,,,0.02,"EUR"
Market buy,2024-10-17 12:53:04.036,US98980L1017,ZM,"Zoom Video Communications",4.0000000000,69.98,USD,1.08479,,"EUR",258.43,"EUR",,,,EOF22055893846,,,,,0.39,"EUR"
Market buy,2024-10-17 12:53:05.939,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",1.0000000000,29.65,USD,1.08488,,"EUR",27.37,"EUR",,,,EOF22055893847,,,,,0.04,"EUR"
Market buy,2024-10-17 12:53:38.822,JE00BN7KB441,CORN,"WisdomTree Corn",3.0000000000,19.05,USD,1.08485,,"EUR",52.76,"EUR",,,,EOF22055893887,,,,,0.08,"EUR"
Market buy,2024-10-17 12:54:14.121,US83417M1045,SEDG,"SolarEdge Technologies",8.0000000000,17.86,USD,1.08480,,"EUR",131.91,"EUR",,,,EOF22055893954,,,,,0.20,"EUR"
Market buy,2024-10-17 12:54:35.265,LU1900066207,LBRA,"Amundi MSCI Brazil (Acc)",1.0000000000,18.90,EUR,1.00000,,"EUR",18.90,"EUR",,,,EOF22055893972,,,,,,
Market buy,2024-10-17 12:55:07.308,US91332U1016,U,"Unity Software",1.0000000000,21.91,USD,1.08465,,"EUR",20.23,"EUR",,,,EOF22055894072,,,,,0.03,"EUR"
Market buy,2024-10-17 12:55:15.176,KYG651631007,JOBY,"Joby Aviation",1.0000000000,5.55,USD,1.08398,,"EUR",5.13,"EUR",,,,EOF22055894097,,,,,0.01,"EUR"
Market buy,2024-10-17 12:55:27.059,US8522341036,SQ,"Block",3.0000000000,73.94,USD,1.08437,,"EUR",204.87,"EUR",,,,EOF22055894115,,,,,0.31,"EUR"
Market buy,2024-10-17 12:55:28.603,US60770K1079,MRNA,"Moderna",1.0000000000,57.55,USD,1.08441,,"EUR",53.15,"EUR",,,,EOF22055894118,,,,,0.08,"EUR"
Market buy,2024-10-17 12:55:44.092,NL0015000F41,LILM,"Lilium",105.0000000000,0.67,USD,1.08423,,"EUR",64.50,"EUR",,,,EOF22055894140,,,,,0.10,"EUR"
Market buy,2024-10-17 12:55:49.898,US61945C1036,MOS,"Mosaic",3.0000000000,25.80,USD,1.08418,,"EUR",71.50,"EUR",,,,EOF22055894156,,,,,0.11,"EUR"
Market sell,2024-10-17 12:56:26.436,IE000NDWFGA5,URNU,"Global X Uranium (Acc)",3.0000000000,18.28,USD,1.08434,2.84,"EUR",50.50,"EUR",,,,EOF22055894209,,,,,0.08,"EUR"
Market sell,2024-10-17 12:57:35.004,US7170811035,PFE,"Pfizer",1.0000000000,29.56,USD,1.08437,-0.44,"EUR",27.22,"EUR",,,,EOF22055894320,,,,,0.04,"EUR"
Market sell,2024-10-17 13:00:56.541,US87918A1051,TDOC,"Teladoc Health",0.8819610000,9.82,USD,1.08396,-20.10,"EUR",7.98,"EUR",,,,EOF22055894741,,,,,0.01,"EUR"
Market buy,2024-10-17 13:00:56.541,US87918A1051,TDOC,"Teladoc Health",10.0000000000,9.85,USD,1.08420,,"EUR",90.99,"EUR",,,,EOF22055894742,,,,,0.14,"EUR"
Market buy,2024-10-17 13:06:42.23,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",5.0000000000,2.77,USD,1.08379,,"EUR",12.79,"EUR",,,,EOF22055895684,,,,,0.02,"EUR"
Market buy,2024-10-17 13:08:14.492,US87918A1051,TDOC,"Teladoc Health",2.0000000000,9.85,USD,1.08301,,"EUR",18.22,"EUR",,,,EOF22055895855,,,,,0.03,"EUR"
Market buy,2024-10-17 13:30:05.401,CA89788C1041,TCNNF,"Trulieve Cannabis",7.0000000000,12.03,USD,1.08127,,"EUR",78.00,"EUR",,,,EOF22102216477,,,,,0.12,"EUR"
Market buy,2024-10-17 13:30:05.401,CA89788C1041,TCNNF,"Trulieve Cannabis",1.0000000000,12.03,USD,1.08086,,"EUR",11.15,"EUR",,,,EOF22102216476,,,,,0.02,"EUR"
Market buy,2024-10-17 13:35:12.434,US9314271084,WBA,"Walgreens Boots Alliance",180.0000000000,11.02,USD,1.08148,,"EUR",1836.89,"EUR",,,,EOF22102231068,,,,,2.75,"EUR"
Market buy,2024-10-17 13:35:29.233,US9314271084,WBA,"Walgreens Boots Alliance",20.0000000000,11.01,USD,1.08142,,"EUR",203.93,"EUR",,,,EOF22102233401,,,,,0.31,"EUR"
Interest on cash,2024-10-18 01:01:47.1,,,,,,,,,,0.25,"EUR",,,"Interest on cash",5270f6ca-012a-40c4-b839-76a790dbbc72,,,,,,
Interest on cash,2024-10-18 01:01:47.183,,,,,,,,,,0.01,"USD",,,"Interest on cash",37d46365-6dca-4e2d-8750-443548a7ca1f,,,,,,
Lending interest,2024-10-18 01:12:26.454,,,,,,,,,,0.46,"EUR",,,"Share lending interest",a637ff0c-4faf-410e-8b93-580dab1fb97a,,,,,,
Dividend (Dividend),2024-10-18 11:36:25,CA67077M1086,NTR,"Nutrien",5.0000000000,0.46,USD,Not available,,,2.12,"EUR",0.41,USD,,,,,,,,
Market buy,2024-10-18 16:45:07.247,NL0015000F41,LILM,"Lilium",34.0000000000,0.49,USD,1.08665,,"EUR",15.22,"EUR",,,,EOF22153286861,,,,,0.02,"EUR"
Market buy,2024-10-18 16:45:53.387,NL0015000F41,LILM,"Lilium",84.0000000000,0.49,USD,1.00000,,"USD",41.08,"USD",,,,EOF22153287082,,,,,,
Market buy,2024-10-18 16:46:13.303,NL0015000F41,LILM,"Lilium",4.0000000000,0.49,USD,1.08644,,"EUR",1.80,"EUR",,,,EOF22153287124,,,,,,
Market buy,2024-10-18 17:04:20.664,NL0015000F41,LILM,"Lilium",36.0000000000,0.50,USD,1.08647,,"EUR",16.71,"EUR",,,,EOF22153289284,,,,,0.03,"EUR"
Market buy,2024-10-18 17:04:38.214,NL0015000F41,LILM,"Lilium",2.0000000000,0.50,USD,1.00000,,"USD",1.01,"USD",,,,EOF22153289359,,,,,,
Market buy,2024-10-18 21:30:59.338,US8485771021,SAVE,"Spirit Airlines",1.5500000000,1.98,USD,1.08829,,"EUR",2.82,"EUR",,,,EOF22154613216,,,,,,
Market buy,2024-10-18 21:31:21.656,US8485771021,SAVE,"Spirit Airlines",1.9000000000,1.98,USD,1.00000,,"USD",3.76,"USD",,,,EOF22154613232,,,,,,
Market buy,2024-10-18 21:33:48.028,US8485771021,SAVE,"Spirit Airlines",60.0000000000,2.01,USD,1.08648,,"EUR",111.17,"EUR",,,,EOF22154613275,,,,,0.17,"EUR"
Interest on cash,2024-10-19 01:01:41.77,,,,,,,,,,0.25,"EUR",,,"Interest on cash",7dfd270c-287a-41df-a792-4d08c6707d72,,,,,,
Lending interest,2024-10-19 01:17:00.966,,,,,,,,,,0.42,"EUR",,,"Share lending interest",e4254806-1f1c-4e5b-aa56-e7e7c6bf8a41,,,,,,
Interest on cash,2024-10-20 01:01:44.467,,,,,,,,,,0.23,"EUR",,,"Interest on cash",355e6e8d-2625-494b-a4bd-05262d7f186c,,,,,,
Interest on cash,2024-10-21 01:01:46.201,,,,,,,,,,0.24,"EUR",,,"Interest on cash",1f97e582-c5f1-4bde-9f1d-14d25b19cf43,,,,,,
Lending interest,2024-10-21 01:11:21.063,,,,,,,,,,0.86,"EUR",,,"Share lending interest",6c8e5aef-30c5-46e5-8e8c-bc1fa1c49e34,,,,,,
Market sell,2024-10-21 15:18:35.4,US6549022043,NOK,"Nokia",63.0000000000,4.77,USD,1.00000,26.52,"USD",300.51,"USD",,,,EOF22304566547,,,,,,
Market sell,2024-10-21 19:08:59.36,US91332U1016,U,"Unity Software",33.0000000000,21.69,USD,1.00000,-4.02,"USD",715.77,"USD",,,,EOF22305852420,,,,,,
Market buy,2024-10-21 19:09:38.99,US55087P1049,LYFT,"Lyft",44.0000000000,13.94,USD,1.00000,,"USD",613.36,"USD",,,,EOF22305852486,,,,,,
Market buy,2024-10-21 19:09:40.722,US55087P1049,LYFT,"Lyft",4.8000000000,13.94,USD,1.00000,,"USD",66.91,"USD",,,,EOF22305852491,,,,,,
Market buy,2024-10-21 19:09:54.64,US55087P1049,LYFT,"Lyft",1.2000000000,13.94,USD,1.00000,,"USD",16.73,"USD",,,,EOF22305852527,,,,,,
