Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Notes,ID,Currency conversion fee,Currency (Currency conversion fee)
Lending interest,2023-10-16 00:10:24.188,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",0454d1f8-dc49-46ea-916c-1f10aa03cd82,,
Market sell,2023-10-16 13:58:01,CA1130041058,BAM,"Brookfield Asset Management",1.0000000000,32.67,USD,1.05285,5.38,"EUR",30.98,"EUR",,,,,,,,EOF4800907812,0.05,"EUR"
Market buy,2023-10-16 13:58:30,US60770K1079,MRNA,"Moderna",0.4000000000,91.37,USD,1.05295,,"EUR",34.76,"EUR",,,,,,,,EOF4800907890,0.05,"EUR"
Market sell,2023-10-16 14:00:01,US1252691001,CF,"CF Industries",0.7900000000,84.44,USD,1.05300,5.81,"EUR",63.25,"EUR",,,,,,,,EOF4800908544,0.10,"EUR"
Market buy,2023-10-16 14:03:46,US4278661081,HSY,"Hershey",0.0720000000,192.42,USD,1.05275,,"EUR",13.18,"EUR",,,,,,,,EOF4800909823,0.02,"EUR"
Market sell,2023-10-16 14:04:33,US1252691001,CF,"CF Industries",0.5000000000,84.02,USD,1.05341,3.46,"EUR",39.82,"EUR",,,,,,,,EOF4800910019,0.06,"EUR"
Market buy,2023-10-16 14:04:51,US4278661081,HSY,"Hershey",0.2000000000,192.50,USD,1.05335,,"EUR",36.60,"EUR",,,,,,,,EOF4800910072,0.05,"EUR"
Market sell,2023-10-16 14:05:17,CA1130041058,BAM,"Brookfield Asset Management",0.5000000000,32.66,USD,1.05286,2.69,"EUR",15.49,"EUR",,,,,,,,EOF4800910316,0.02,"EUR"
Market sell,2023-10-16 14:05:43,US2566771059,DG,"Dollar General",0.2500000000,111.75,USD,1.05345,2.32,"EUR",26.48,"EUR",,,,,,,,EOF4800910378,0.04,"EUR"
Market sell,2023-10-16 14:06:36,CA2926717083,UUUU,"Energy Fuels",9.0000000000,7.37,USD,1.05302,5.96,"EUR",62.90,"EUR",,,,,,,,EOF4800910700,0.09,"EUR"
Market buy,2023-10-16 14:08:02,US70450Y1038,PYPL,"PayPal",0.4000000000,56.27,USD,1.05275,,"EUR",21.41,"EUR",,,,,,,,EOF4800910930,0.03,"EUR"
Interest on cash,2023-10-16 21:02:22.411,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",c05918ae-7dbc-47b7-bc33-09441065b5e1,,
Lending interest,2023-10-17 00:10:00.298,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",cbce5bb1-488f-4912-abc5-e2ce24678170,,
Lending interest,2023-10-18 00:09:53.55,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",d90cf78c-400c-4a75-b696-7f75c0da0532,,
Market buy,2023-10-18 10:44:50,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",2.0000000000,6.28,USD,1.05596,,"EUR",11.92,"EUR",,,,,,,,EOF4851218536,0.02,"EUR"
Market buy,2023-10-18 14:23:55,US60770K1079,MRNA,"Moderna",0.3500000000,87.13,USD,1.05520,,"EUR",28.94,"EUR",,,,,,,,EOF4900604199,0.04,"EUR"
Market buy,2023-10-18 17:58:49,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.8500000000,25.25,USD,1.05518,,"EUR",20.37,"EUR",,,,,,,,EOF4900630538,0.03,"EUR"
Market sell,2023-10-18 18:05:17,US2566771059,DG,"Dollar General",0.2500000000,116.34,USD,1.05495,3.37,"EUR",27.53,"EUR",,,,,,,,EOF4900631212,0.04,"EUR"
Interest on cash,2023-10-18 21:02:05.494,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",a069bb88-235e-4e9d-9b3a-816693820821,,
Limit buy,2023-10-19 08:52:58,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",3.0000000000,13.99,USD,1.05361,,"EUR",39.88,"EUR",,,,,,,,EOF4950163386,0.06,"EUR"
Limit buy,2023-10-19 18:50:38,US60770K1079,MRNA,"Moderna",0.3500000000,80.80,USD,1.05838,,"EUR",26.76,"EUR",,,,,,,,EOF4950841542,0.04,"EUR"
Interest on cash,2023-10-19 21:02:24.223,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",677276e7-1c44-446a-b7cc-3f4c447b0051,,
Market sell,2023-10-20 14:49:08,CA2926717083,UUUU,"Energy Fuels",2.0000000000,7.58,USD,1.05939,1.64,"EUR",14.29,"EUR",,,,,,,,EOF5000770696,0.02,"EUR"
Interest on cash,2023-10-21 21:02:02.893,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",e5bc2ece-18ab-4cd9-988f-d3786194acf3,,
Lending interest,2023-10-23 00:11:13.156,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",9f2d891a-da13-4f13-9672-73cbb348355c,,
Market sell,2023-10-23 14:33:31,CA1130041058,BAM,"Brookfield Asset Management",0.5000000000,30.27,USD,1.06210,1.43,"EUR",14.23,"EUR",,,,,,,,EOF5100849381,0.02,"EUR"
Market buy,2023-10-23 14:33:58,US76954A1034,RIVN,"Rivian Automotive",1.0000000000,16.95,USD,1.06203,,"EUR",15.98,"EUR",,,,,,,,EOF5100849435,0.02,"EUR"
Interest on cash,2023-10-23 21:02:27.495,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",a7c68ab6-2fc7-4161-87ba-6796bf6f152a,,
Market buy,2023-10-24 08:18:43,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",6.0000000000,6.20,USD,1.06490,,"EUR",34.96,"EUR",,,,,,,,EOF5101996933,0.05,"EUR"
Interest on cash,2023-10-25 21:02:17.125,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",842953db-a963-45ee-90d0-a64fccb0aa6e,,
Market sell,2023-10-27 17:33:59,US00724F1012,ADBE,"Adobe",0.0030884000,509.52,USD,1.05610,0.39,"EUR",1.49,"EUR",,,,,,,,EOF5300635857,,
Market sell,2023-10-27 17:34:27,US0231351067,AMZN,"Amazon",0.0100000000,128.04,USD,1.05818,0.39,"EUR",1.21,"EUR",,,,,,,,EOF5300635949,,
Market sell,2023-10-27 17:34:55,CA13321L1085,CCJ,"Cameco",0.0551324300,38.16,USD,1.05721,0.68,"EUR",1.99,"EUR",,,,,,,,EOF5300635971,,
Market buy,2023-10-27 18:32:21,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.9000000000,21.34,USD,1.05643,,"EUR",18.21,"EUR",,,,,,,,EOF5300639622,0.03,"EUR"
Market buy,2023-10-27 18:32:39,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.0800000000,21.34,USD,1.05382,,"EUR",1.62,"EUR",,,,,,,,EOF5300639639,,
Market sell,2023-10-27 18:33:02,CA2926717083,UUUU,"Energy Fuels",2.6630165000,7.60,USD,1.05686,2.27,"EUR",19.12,"EUR",,,,,,,,EOF5300639717,0.03,"EUR"
Market buy,2023-10-27 18:33:18,US60770K1079,MRNA,"Moderna",0.2600000000,72.33,USD,1.05650,,"EUR",17.83,"EUR",,,,,,,,EOF5300639727,0.03,"EUR"
Interest on cash,2023-10-27 21:02:36.325,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",1b148dfc-23ca-4d44-bf77-d635b2a0c0cd,,
Interest on cash,2023-10-29 22:02:36.538,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",ec8ea913-989e-4442-bb9a-0c7776e2337e,,
Lending interest,2023-10-30 01:11:29.585,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",f357054d-fb4c-432e-9b54-1cbc7f158115,,
Market sell,2023-10-30 11:35:22,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",23.0000000000,4.52,USD,1.05840,1.94,"EUR",98.16,"EUR",,,,,,,,EOF5349991307,0.15,"EUR"
Market buy,2023-10-30 13:30:04,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.0500000000,21.68,USD,1.06274,,"EUR",1.02,"EUR",,,,,,,,EOF5399951691,,
Market buy,2023-10-30 14:35:47,US8522341036,SQ,"Block",1.0000000000,39.54,USD,1.05976,,"EUR",37.37,"EUR",,,,,,,,EOF5400804701,0.06,"EUR"
Market buy,2023-10-30 15:48:43,US60770K1079,MRNA,"Moderna",0.2000000000,72.50,USD,1.06227,,"EUR",13.67,"EUR",,,,,,,,EOF5400822036,0.02,"EUR"
Market buy,2023-10-30 15:49:00,US60770K1079,MRNA,"Moderna",0.1400000000,72.50,USD,1.06171,,"EUR",9.57,"EUR",,,,,,,,EOF5400822067,0.01,"EUR"
Market buy,2023-10-30 15:49:34,US6549022043,NOK,"Nokia",3.0000000000,3.27,USD,1.06168,,"EUR",9.25,"EUR",,,,,,,,EOF5400822161,0.01,"EUR"
Lending interest,2023-10-31 01:12:04.257,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",da547af2-0abe-41ba-bcee-786e8dde6367,,
Market sell,2023-10-31 13:51:19,US02079K3059,GOOGL,"Alphabet (Class A)",0.0100000000,124.05,USD,1.06025,0.30,"EUR",1.17,"EUR",,,,,,,,EOF5401649925,,
Market buy,2023-10-31 13:52:00,XS2595672036,TLT5,"Leverage Shares 5x Long 20+ Year Treasury Bond",3.0000000000,5.92,USD,1.06065,,"EUR",16.78,"EUR",,,,,,,,EOF5450100165,0.03,"EUR"
Market buy,2023-10-31 13:57:44,US7170811035,PFE,"Pfizer",0.4400000000,29.72,USD,1.06056,,"EUR",12.35,"EUR",,,,,,,,EOF5450101576,0.02,"EUR"
Market sell,2023-10-31 13:58:21,US81141R1005,SE,"Sea",0.5000000000,40.56,USD,1.06011,0.99,"EUR",19.10,"EUR",,,,,,,,EOF5450101668,0.03,"EUR"
Interest on cash,2023-10-31 22:02:33.361,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",f77a2323-2bb9-401d-a13c-2290a39e2600,,
Lending interest,2023-11-01 01:10:48.446,,,,,,,,,,0.01,"EUR",,,,,,,"Share lending interest",d2ec1abf-02bf-4eff-9823-4b4de488962d,,
Lending interest,2023-11-02 01:10:21.92,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",f95b132f-d07a-435a-9f31-74d53700bd60,,
Market sell,2023-11-02 17:48:28,BMG162521014,BIP,"Brookfield Infrastructure Partners",1.0000000000,26.97,USD,1.06306,2.87,"EUR",25.33,"EUR",,,,,,,,EOF5550333927,0.04,"EUR"
Market sell,2023-11-02 17:48:51,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.5000000000,26.97,USD,1.06264,1.44,"EUR",12.67,"EUR",,,,,,,,EOF5550333962,0.02,"EUR"
Market sell,2023-11-02 17:49:17,US8522341036,SQ,"Block",0.7000000000,43.64,USD,1.06290,2.62,"EUR",28.70,"EUR",,,,,,,,EOF5550333976,0.04,"EUR"
Market buy,2023-11-02 17:50:41,US60770K1079,MRNA,"Moderna",0.2000000000,70.17,USD,1.06237,,"EUR",13.23,"EUR",,,,,,,,EOF5550334051,0.02,"EUR"
Market buy,2023-11-02 17:51:38,US60770K1079,MRNA,"Moderna",0.1500000000,70.12,USD,1.06242,,"EUR",9.91,"EUR",,,,,,,,EOF5550334107,0.01,"EUR"
Market sell,2023-11-02 20:08:45,US8522341036,SQ,"Block",0.3000000000,45.00,USD,1.06215,1.52,"EUR",12.69,"EUR",,,,,,,,EOF5550349095,0.02,"EUR"
Interest on cash,2023-11-02 22:02:32.343,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",e7115c51-fcb8-484f-9614-82044ceb5c73,,
Lending interest,2023-11-03 01:10:54.537,,,,,,,,,,0.02,"EUR",,,,,,,"Share lending interest",0cc5b684-60d2-4bc9-b433-4b60ad32c46c,,
Market buy,2023-11-03 12:33:11,US00202F1021,AMKBY,"AP Moller Maersk",3.0000000000,7.29,USD,1.06943,,"EUR",20.48,"EUR",,,,,,,,EOF5551180725,0.03,"EUR"
Market sell,2023-11-03 13:30:54,BMG162521014,BIP,"Brookfield Infrastructure Partners",0.5300000000,27.44,USD,1.07092,1.66,"EUR",13.56,"EUR",,,,,,,,EOF5551193601,0.02,"EUR"
Market sell,2023-11-03 19:29:33,US81141R1005,SE,"Sea",1.0000000000,44.77,USD,1.07310,5.45,"EUR",41.66,"EUR",,,,,,,,EOF5600963451,0.06,"EUR"
Market sell,2023-11-03 19:31:00,US4581401001,INTC,"Intel",2.0000000000,38.08,USD,1.07297,4.01,"EUR",70.87,"EUR",,,,,,,,EOF5600963533,0.11,"EUR"
Market buy,2023-11-03 19:37:07,US4278661081,HSY,"Hershey",0.1000000000,188.61,USD,1.07286,,"EUR",17.61,"EUR",,,,,,,,EOF5600964327,0.03,"EUR"
Interest on cash,2023-11-03 22:02:13.508,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",3d312383-90f0-4294-9b1b-81254f22903e,,
Lending interest,2023-11-04 01:10:22.336,,,,,,,,,,0.03,"EUR",,,,,,,"Share lending interest",ed2d9b39-a2e4-4dbc-a1ee-e8668516fe7f,,
Interest on cash,2023-11-04 22:02:38.444,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",8ebb1ac8-3c64-43d0-ae76-d0a26c6867b0,,
Interest on cash,2023-11-05 22:02:15.713,,,,,,,,,,0.01,"EUR",,,,,,,"Interest on cash",8fd8aec0-c52b-46d3-b93c-505ad8000a59,,
