Action,Time,ISIN,Ticker,Name,No. of shares,Price / share,Currency (Price / share),Exchange rate,Result,Currency (Result),Total,Currency (Total),Withholding tax,Currency (Withholding tax),Charge amount,Currency (Charge amount),Deposit fee,Currency (Deposit fee),Notes,ID,Currency conversion fee,Currency (Currency conversion fee)
Market buy,2023-02-09 12:05:35,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",20.0000000000,1.35,USD,1.07606,,"EUR",25.15,"EUR",,,,,,,,EOF2260402091,0.04,"EUR"
Market buy,2023-02-10 13:38:11,IE00B6X4BP29,3GOS,"WisdomTree Gold 3x Short",1.7000000000,23.39,USD,1.06895,,"EUR",37.25,"EUR",,,,,,,,EOF2263312643,0.06,"EUR"
Market buy,2023-02-10 13:44:16,XS2706221277,TS2S,"Leverage Shares -2x Short Tesla",60.0000000000,0.72,USD,1.06886,,"EUR",40.46,"EUR",,,,,,,,EOF2263313204,0.06,"EUR"
Market buy,2023-02-10 15:29:44,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.4800000000,22.18,USD,1.06998,,"EUR",9.96,"EUR",,,,,,,,EOF2263349246,0.01,"EUR"
Market sell,2023-02-13 12:13:21,XS2675292135,3SNF,"GraniteShares 3x Short Netflix",300.0000000000,0.15,USD,1.06766,3.54,"EUR",42.65,"EUR",,,,,,,,EOF2266037071,0.06,"EUR"
Dividend (Ordinary),2023-02-16 14:49:38,US6549022043,NOK,"Nokia",14.3154500000,0.01,USD,Not available,,,0.19,"EUR",0.11,USD,,,,,,,,
Market buy,2023-02-16 19:34:43,US02079K3059,GOOGL,"Alphabet (Class A)",0.5000000000,96.94,USD,1.06950,,"EUR",45.39,"EUR",,,,,,,,EOF2274266976,0.07,"EUR"
Market sell,2023-02-17 14:55:07,XS2675292135,3SNF,"GraniteShares 3x Short Netflix",150.0000000000,0.16,USD,1.06373,2.69,"EUR",22.25,"EUR",,,,,,,,EOF2275284180,0.03,"EUR"
Market sell,2023-02-17 14:55:59,IE00B6X4BP29,3GOS,"WisdomTree Gold 3x Short",0.8000000000,24.86,USD,1.06409,1.19,"EUR",18.66,"EUR",,,,,,,,EOF2275284846,0.03,"EUR"
Market buy,2023-02-17 14:56:31,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",80.0000000000,0.65,USD,1.06413,,"EUR",48.56,"EUR",,,,,,,,EOF2275284989,0.07,"EUR"
Market buy,2023-02-17 14:59:06,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.5000000000,27.74,USD,1.06365,,"EUR",13.06,"EUR",,,,,,,,EOF2275286074,0.02,"EUR"
Market sell,2023-02-22 16:24:43,XS2297551298,SHOS,"Leverage Shares -1x Short Shopify",10.0000000000,4.11,USD,1.06304,-5.09,"EUR",38.64,"EUR",,,,,,,,EOF2281742009,0.06,"EUR"
Market sell,2023-02-22 16:25:41,XS2675292135,3SNF,"GraniteShares 3x Short Netflix",150.0000000000,0.17,USD,1.06289,4.27,"EUR",23.81,"EUR",,,,,,,,EOF2281742092,0.04,"EUR"
Market sell,2023-02-24 14:11:11,IE00B6X4BP29,3GOS,"WisdomTree Gold 3x Short",0.9000000000,25.11,USD,1.05454,1.74,"EUR",21.40,"EUR",,,,,,,,EOF2284732543,0.03,"EUR"
Market buy,2023-02-24 14:11:41,GB00B15KY328,SLVR,"WisdomTree Silver",1.0000000000,18.35,USD,1.05431,,"EUR",17.43,"EUR",,,,,,,,EOF2284732568,0.03,"EUR"
Market buy,2023-02-24 14:12:07,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",0.5000000000,24.47,USD,1.05474,,"EUR",11.62,"EUR",,,,,,,,EOF2284732636,0.02,"EUR"
Market buy,2023-02-24 14:12:28,GB00B15KY211,NICK,"WisdomTree Nickel",0.5000000000,23.34,USD,1.05420,,"EUR",11.09,"EUR",,,,,,,,EOF2284732657,0.02,"EUR"
Market buy,2023-02-27 19:23:42,US6516391066,NEM,"Newmont",2.0000000000,43.43,USD,1.06082,,"EUR",82.00,"EUR",,,,,,,,EOF2288766112,0.12,"EUR"
Market buy,2023-02-27 19:26:47,CA89788C1041,TCNNF,"Trulieve Cannabis",8.0000000000,6.12,USD,1.06088,,"EUR",46.22,"EUR",,,,,,,,EOF2288766266,0.07,"EUR"
Market buy,2023-02-27 19:26:47,CA89788C1041,TCNNF,"Trulieve Cannabis",10.0000000000,6.12,USD,1.06084,,"EUR",57.78,"EUR",,,,,,,,EOF2288766265,0.09,"EUR"
Market buy,2023-02-28 16:14:50,US01609W1027,AHLA,"Alibaba",1.0000000000,83.10,EUR,1.00000,,"EUR",83.10,"EUR",,,,,,,,EOF2290806348,,
Market buy,2023-02-28 16:15:50,US02079K3059,GOOGL,"Alphabet (Class A)",0.3000000000,90.31,USD,1.06122,,"EUR",25.57,"EUR",,,,,,,,EOF2290806554,0.04,"EUR"
Market buy,2023-02-28 16:16:57,US4581401001,INTC,"Intel",1.0000000000,24.88,USD,1.06143,,"EUR",23.48,"EUR",,,,,,,,EOF2290806742,0.04,"EUR"
Market buy,2023-02-28 16:18:15,XS2706221277,TS2S,"Leverage Shares -2x Short Tesla",10.0000000000,0.67,USD,1.06079,,"EUR",6.31,"EUR",,,,,,,,EOF2290806872,0.01,"EUR"
Market buy,2023-02-28 16:18:39,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",30.0000000000,0.98,USD,1.06125,,"EUR",27.63,"EUR",,,,,,,,EOF2290806962,0.04,"EUR"
Market buy,2023-02-28 16:19:03,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",10.0000000000,0.98,USD,1.06086,,"EUR",9.21,"EUR",,,,,,,,EOF2290807024,0.01,"EUR"
Market buy,2023-02-28 16:19:33,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",20.0000000000,0.98,USD,1.06137,,"EUR",18.44,"EUR",,,,,,,,EOF2290807108,0.03,"EUR"
Market buy,2023-02-28 16:20:23,JE00BN7KB664,WEAT,"WisdomTree Wheat",20.0000000000,0.70,USD,1.06097,,"EUR",13.14,"EUR",,,,,,,,EOF2290807234,0.02,"EUR"
Market buy,2023-02-28 16:20:45,GB00B15KY328,SLVR,"WisdomTree Silver",1.0000000000,18.17,USD,1.06071,,"EUR",17.16,"EUR",,,,,,,,EOF2290807274,0.03,"EUR"
Market buy,2023-02-28 16:21:07,GB00B15KY328,SLVR,"WisdomTree Silver",1.0000000000,18.18,USD,1.06129,,"EUR",17.16,"EUR",,,,,,,,EOF2290807319,0.03,"EUR"
Market buy,2023-02-28 16:21:48,GB00B15KY211,NICK,"WisdomTree Nickel",0.6000000000,22.93,USD,1.06075,,"EUR",12.99,"EUR",,,,,,,,EOF2290807390,0.02,"EUR"
Market buy,2023-02-28 16:23:37,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",4.0000000000,4.42,USD,1.06106,,"EUR",16.69,"EUR",,,,,,,,EOF2290807624,0.02,"EUR"
Limit sell,2023-03-01 13:00:02,US00202F1021,AMKBY,"AP Moller Maersk",5.0000000000,12.04,USD,1.06870,1.59,"EUR",56.25,"EUR",,,,,,,,EOF2291769178,0.08,"EUR"
Dividend (Ordinary),2023-03-01 15:51:19,US1252691001,CF,"CF Industries",0.8783901000,0.34,USD,Not available,,,0.28,"EUR",0.05,USD,,,,,,,,
Dividend (Ordinary),2023-03-02 17:11:13,US4581401001,INTC,"Intel",2.2014810000,0.31,USD,Not available,,,0.64,"EUR",0.12,USD,,,,,,,,
Market sell,2023-03-07 15:19:43,XS2706221277,TS2S,"Leverage Shares -2x Short Tesla",30.0000000000,0.79,USD,1.05966,2.33,"EUR",22.31,"EUR",,,,,,,,EOF2301781191,0.03,"EUR"
Deposit,2023-03-08 07:45:28,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",fa8b3345-dd21-4392-a835-e5bee114b931,,
Market buy,2023-03-08 13:52:47,GB00B15KY328,SLVR,"WisdomTree Silver",2.0000000000,17.49,USD,1.05393,,"EUR",33.24,"EUR",,,,,,,,EOF2302746626,0.05,"EUR"
Market buy,2023-03-08 13:53:26,JE00B1VS2W53,PHPT,"WisdomTree Physical Platinum",0.2000000000,86.73,USD,1.05382,,"EUR",16.48,"EUR",,,,,,,,EOF2302746651,0.02,"EUR"
Market buy,2023-03-08 13:53:28,JE00BN7KB664,WEAT,"WisdomTree Wheat",40.0000000000,0.68,USD,1.05377,,"EUR",25.89,"EUR",,,,,,,,EOF2302746652,0.04,"EUR"
Market buy,2023-03-08 13:53:49,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,22.07,USD,1.05396,,"EUR",20.97,"EUR",,,,,,,,EOF2302746697,0.03,"EUR"
Market buy,2023-03-08 13:54:21,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,22.07,USD,1.05396,,"EUR",20.97,"EUR",,,,,,,,EOF2302746740,0.03,"EUR"
Market buy,2023-03-08 13:54:30,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",1.0000000000,24.21,USD,1.05398,,"EUR",23.00,"EUR",,,,,,,,EOF2302746744,0.03,"EUR"
Market buy,2023-03-08 13:54:49,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",20.0000000000,0.74,USD,1.05405,,"EUR",14.08,"EUR",,,,,,,,EOF2302746752,0.02,"EUR"
Market buy,2023-03-08 13:55:20,GB00B15KXN58,ALUM,"WisdomTree Aluminium",5.0000000000,3.18,USD,1.05360,,"EUR",15.13,"EUR",,,,,,,,EOF2302746770,0.02,"EUR"
Market buy,2023-03-08 13:56:00,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",10.0000000000,2.68,USD,1.05380,,"EUR",25.50,"EUR",,,,,,,,EOF2302746798,0.04,"EUR"
Market buy,2023-03-08 13:56:02,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",20.0000000000,0.98,USD,1.05364,,"EUR",18.67,"EUR",,,,,,,,EOF2302746799,0.03,"EUR"
Market buy,2023-03-08 13:56:21,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",30.0000000000,1.38,EUR,1.00000,,"EUR",41.30,"EUR",,,,,,,,EOF2302746814,,
Market buy,2023-03-08 13:57:26,US01609W1027,AHLA,"Alibaba",0.5000000000,83.15,EUR,1.00000,,"EUR",41.58,"EUR",,,,,,,,EOF2302746866,,
Market buy,2023-03-08 13:58:18,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",15.0000000000,2.28,EUR,1.00000,,"EUR",34.20,"EUR",,,,,,,,EOF2302746911,,
Market buy,2023-03-08 13:59:15,GB00B15KXQ89,COPA,"WisdomTree Copper",0.3000000000,35.49,USD,1.05415,,"EUR",10.12,"EUR",,,,,,,,EOF2302746945,0.02,"EUR"
Market buy,2023-03-08 14:01:01,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",6.0000000000,4.56,USD,1.05422,,"EUR",25.97,"EUR",,,,,,,,EOF2302747050,0.04,"EUR"
Market buy,2023-03-08 14:04:15,CA4433003064,HEOFF,"H2O Innovation",15.0000000000,2.14,USD,1.05488,,"EUR",30.48,"EUR",,,,,,,,EOF2302747146,0.05,"EUR"
Market buy,2023-03-08 14:30:01,CA67077M1086,NTR,"Nutrien",0.2000000000,79.79,USD,1.05472,,"EUR",15.15,"EUR",,,,,,,,EOF2302748445,0.02,"EUR"
Market buy,2023-03-08 14:30:12,US6516391066,NEM,"Newmont",1.0000000000,42.50,USD,1.05511,,"EUR",40.34,"EUR",,,,,,,,EOF2303803383,0.06,"EUR"
Market buy,2023-03-08 14:31:09,US6549022043,NOK,"Nokia",4.0000000000,4.72,USD,1.05592,,"EUR",17.91,"EUR",,,,,,,,EOF2303804189,0.03,"EUR"
Market buy,2023-03-09 13:14:22,GB00B15KXX56,BULL,"WisdomTree Gold",2.0000000000,19.17,USD,1.05532,,"EUR",36.38,"EUR",,,,,,,,EOF2304772415,0.05,"EUR"
Market buy,2023-03-09 13:14:42,GB00B15KXX56,BULL,"WisdomTree Gold",1.0000000000,19.17,USD,1.05561,,"EUR",18.19,"EUR",,,,,,,,EOF2304772425,0.03,"EUR"
Market buy,2023-03-09 13:28:37,XS2836637525,3SMI,"GraniteShares 3x Short MicroStrategy",5000.0000000000,0.00,USD,1.05593,,"EUR",17.55,"EUR",,,,,,,,EOF2304772891,0.03,"EUR"
Market buy,2023-03-09 14:30:06,US0311621009,AMGN,"Amgen",0.2000000000,229.85,USD,1.05726,,"EUR",43.55,"EUR",,,,,,,,EOF2304778636,0.07,"EUR"
Limit sell,2023-03-10 08:00:34,XS2706221277,TS2S,"Leverage Shares -2x Short Tesla",20.0000000000,0.93,USD,1.05966,4.18,"EUR",17.50,"EUR",,,,,,,,EOF2305789307,0.03,"EUR"
Market sell,2023-03-10 14:16:41,XS2706221277,TS2S,"Leverage Shares -2x Short Tesla",20.0000000000,0.89,USD,1.06313,3.48,"EUR",16.79,"EUR",,,,,,,,EOF2306821272,0.03,"EUR"
Market sell,2023-03-10 14:31:10,XS2836637525,3SMI,"GraniteShares 3x Short MicroStrategy",5000.0000000000,0.00,USD,1.06488,2.67,"EUR",20.16,"EUR",,,,,,,,EOF2306830886,0.03,"EUR"
Market buy,2023-03-10 14:51:27,NL0015000F41,LILM,"Lilium",36.0000000000,0.86,USD,1.06525,,"EUR",29.10,"EUR",,,,,,,,EOF2306850123,0.04,"EUR"
Dividend (Ordinary),2023-03-13 13:21:21,US4592001014,IBM,"IBM",0.5074221000,1.40,USD,Not available,,,0.66,"EUR",0.13,USD,,,,,,,,
Dividend (Ordinary),2023-03-15 14:10:43,MHY8162K2046,SBLK,"Star Bulk Carriers",4.6235540000,0.60,USD,Not available,,,2.59,"EUR",0.00,USD,,,,,,,,
Market buy,2023-03-15 15:56:55,JE00BDD9Q840,LOIL,"WisdomTree WTI Crude Oil 2x Leveraged",2.5000000000,9.09,USD,1.05257,,"EUR",21.62,"EUR",,,,,,,,EOF2315643241,0.03,"EUR"
Market buy,2023-03-15 18:06:05,US0126531013,ALB,"Albemarle",0.0360000000,211.46,USD,1.05583,,"EUR",7.22,"EUR",,,,,,,,EOF2316457433,0.01,"EUR"
Market sell,2023-03-16 10:17:22,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",20.0000000000,4.86,USD,1.06134,1.16,"EUR",91.48,"EUR",,,,,,,,EOF2316488598,0.14,"EUR"
Market buy,2023-03-16 10:22:20,GB00B15KXN58,ALUM,"WisdomTree Aluminium",5.0000000000,3.11,USD,1.06036,,"EUR",14.68,"EUR",,,,,,,,EOF2316488915,0.02,"EUR"
Market sell,2023-03-16 10:30:53,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",30.0000000000,4.86,USD,1.06061,1.89,"EUR",137.37,"EUR",,,,,,,,EOF2316489658,0.21,"EUR"
Market buy,2023-03-16 13:30:03,US0126531013,ALB,"Albemarle",0.2000000000,213.05,USD,1.05758,,"EUR",40.35,"EUR",,,,,,,,EOF2316498695,0.06,"EUR"
Market buy,2023-03-16 13:32:54,US4592001014,IBM,"IBM",0.3000000000,122.49,USD,1.05716,,"EUR",34.81,"EUR",,,,,,,,EOF2317453003,0.05,"EUR"
Limit buy,2023-03-16 14:52:34,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",20.0000000000,0.80,USD,1.06030,,"EUR",15.11,"EUR",,,,,,,,EOF2317475888,0.02,"EUR"
Market buy,2023-03-17 08:50:51,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",20.0000000000,0.69,USD,1.06605,,"EUR",13.04,"EUR",,,,,,,,EOF2318530157,0.02,"EUR"
Dividend (Ordinary),2023-03-17 11:40:40,US61945C1036,MOS,"Mosaic",2.0593540000,0.17,USD,Not available,,,0.33,"EUR",0.06,USD,,,,,,,,
Market sell,2023-03-17 14:05:37,US02079K3059,GOOGL,"Alphabet (Class A)",0.2000000000,102.63,USD,1.06352,1.89,"EUR",19.27,"EUR",,,,,,,,EOF2319517854,0.03,"EUR"
Market buy,2023-03-17 14:06:29,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",20.0000000000,0.65,USD,1.06351,,"EUR",12.30,"EUR",,,,,,,,EOF2319518006,0.02,"EUR"
Market buy,2023-03-17 14:10:03,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",10.5000000000,0.59,USD,1.06269,,"EUR",5.80,"EUR",,,,,,,,EOF2319518685,0.01,"EUR"
Market buy,2023-03-17 16:12:44,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",50.0000000000,0.69,USD,1.06524,,"EUR",32.39,"EUR",,,,,,,,EOF2319542571,0.05,"EUR"
Market buy,2023-03-21 08:52:30,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",4.0000000000,0.53,USD,1.07411,,"EUR",1.97,"EUR",,,,,,,,EOF2323296647,,
Market sell,2023-03-21 08:53:14,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",15.5000000000,4.86,USD,1.07266,0.17,"EUR",70.16,"EUR",,,,,,,,EOF2323296713,0.11,"EUR"
Market buy,2023-03-21 08:53:50,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.53,USD,1.07258,,"EUR",49.39,"EUR",,,,,,,,EOF2323296770,0.07,"EUR"
Market buy,2023-03-21 08:55:49,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",0.5000000000,37.40,USD,1.07286,,"EUR",17.46,"EUR",,,,,,,,EOF2323296896,0.03,"EUR"
Market buy,2023-03-21 08:56:07,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,21.21,USD,1.07283,,"EUR",19.80,"EUR",,,,,,,,EOF2323296914,0.03,"EUR"
Market buy,2023-03-21 08:57:19,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",34.0000000000,0.68,USD,1.07335,,"EUR",21.44,"EUR",,,,,,,,EOF2323296986,0.03,"EUR"
Market buy,2023-03-21 10:34:10,US01609W1027,AHLA,"Alibaba",0.4500000000,76.30,EUR,1.00000,,"EUR",34.34,"EUR",,,,,,,,EOF2324303035,,
Market buy,2023-03-23 10:36:12,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",38.0000000000,0.61,USD,1.08705,,"EUR",21.42,"EUR",,,,,,,,EOF2327375237,0.03,"EUR"
Market buy,2023-03-23 10:36:34,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",10.0000000000,2.25,USD,1.08739,,"EUR",20.74,"EUR",,,,,,,,EOF2327375249,0.03,"EUR"
Market sell,2023-03-23 10:37:19,JE00BDD9Q840,LOIL,"WisdomTree WTI Crude Oil 2x Leveraged",2.5000000000,9.89,USD,1.08769,1.13,"EUR",22.69,"EUR",,,,,,,,EOF2327375290,0.03,"EUR"
Market buy,2023-03-23 10:38:23,XS2297593456,SJPM,"Leverage Shares -1x Short JPMorgan",1.0000000000,4.91,USD,1.08824,,"EUR",4.52,"EUR",,,,,,,,EOF2327375358,0.01,"EUR"
Market sell,2023-03-23 10:38:39,NL0000235190,AIR,"Airbus",0.0800000000,119.32,EUR,1.00000,0.42,"EUR",9.55,"EUR",,,,,,,,EOF2327375371,,
Market buy,2023-03-23 10:39:01,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",1.0000000000,5.36,USD,1.08772,,"EUR",4.94,"EUR",,,,,,,,EOF2327375398,0.01,"EUR"
Market buy,2023-03-23 10:39:38,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",20.0000000000,0.51,USD,1.08801,,"EUR",9.44,"EUR",,,,,,,,EOF2327375465,0.01,"EUR"
Market buy,2023-03-23 10:57:24,XS2297551298,SHOS,"Leverage Shares -1x Short Shopify",5.0000000000,3.82,USD,1.08731,,"EUR",17.61,"EUR",,,,,,,,EOF2327376227,0.03,"EUR"
Market sell,2023-03-23 13:30:01,US02079K3059,GOOGL,"Alphabet (Class A)",0.5000000000,105.04,USD,1.08894,4.70,"EUR",48.16,"EUR",,,,,,,,EOF2327383019,0.07,"EUR"
Market buy,2023-03-23 14:31:01,IE00BKLF1R75,VOLT,"WisdomTree Battery Solutions (Acc)",0.8530000000,38.56,USD,1.08934,,"EUR",30.24,"EUR",,,,,,,,EOF2328406901,0.05,"EUR"
Market buy,2023-03-23 14:41:11,US6549022043,NOK,"Nokia",4.0000000000,4.67,USD,1.08857,,"EUR",17.19,"EUR",,,,,,,,EOF2328409320,0.03,"EUR"
Dividend (Ordinary),2023-03-24 09:40:35,US6516391066,NEM,"Newmont",2.0546543300,0.34,USD,Not available,,,0.65,"EUR",0.12,USD,,,,,,,,
Limit buy,2023-03-30 14:01:20,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",11.0000000000,2.00,USD,1.09180,,"EUR",20.17,"EUR",,,,,,,,EOF2339082958,0.03,"EUR"
Market sell,2023-03-30 18:13:11,US02079K3059,GOOGL,"Alphabet (Class A)",0.4000000000,100.71,USD,1.08993,2.13,"EUR",36.90,"EUR",,,,,,,,EOF2340220254,0.06,"EUR"
Market sell,2023-03-31 12:20:59,US01609W1027,AHLA,"Alibaba",1.0000000000,94.05,EUR,1.00000,12.47,"EUR",94.05,"EUR",,,,,,,,EOF2341105554,,
Market buy,2023-03-31 12:21:19,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.42,USD,1.08745,,"EUR",39.05,"EUR",,,,,,,,EOF2341105570,0.06,"EUR"
Market buy,2023-03-31 12:22:56,GB00B15KXX56,BULL,"WisdomTree Gold",1.2000000000,20.83,USD,1.08746,,"EUR",23.01,"EUR",,,,,,,,EOF2341105607,0.03,"EUR"
Market buy,2023-03-31 12:24:05,XS2399367684,SMHS,"Leverage Shares -3x Short Semiconductors",10.0000000000,2.04,USD,1.08760,,"EUR",18.75,"EUR",,,,,,,,EOF2341105665,0.03,"EUR"
Market buy,2023-03-31 12:27:45,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",4.0000000000,4.95,USD,1.08769,,"EUR",18.23,"EUR",,,,,,,,EOF2341105859,0.03,"EUR"
Dividend (Bonus),2023-03-31 13:56:55,US61945C1036,MOS,"Mosaic",2.0593540000,0.21,USD,Not available,,,0.40,"EUR",0.08,USD,,,,,,,,
Market buy,2023-03-31 14:31:34,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",50.0000000000,0.47,USD,1.08848,,"EUR",21.39,"EUR",,,,,,,,EOF2341146530,0.03,"EUR"
Market buy,2023-04-03 11:32:35,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",30.0000000000,0.42,USD,1.08669,,"EUR",11.67,"EUR",,,,,,,,EOF2344703163,0.02,"EUR"
Dividend (Ordinary),2023-04-03 12:16:18,CA1130041058,BAM,"Brookfield Asset Management",2.0000000000,0.27,USD,Not available,,,0.50,"EUR",0.10,USD,,,,,,,,
Market buy,2023-04-03 15:06:59,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",10.0000000000,0.42,USD,1.08762,,"EUR",3.89,"EUR",,,,,,,,EOF2345896282,0.01,"EUR"
Dividend (Ordinary),2023-04-04 14:13:23,US0126531013,ALB,"Albemarle",0.0373253200,0.34,USD,Not available,,,0.01,"EUR",0.00,USD,,,,,,,,
Dividend (Ordinary),2023-04-07 11:43:12,IL0065100930,ZIM,"ZIM Integrated Shipping Services",10.5125383800,4.80,USD,Not available,,,46.23,"EUR",16.82,USD,,,,,,,,
Market buy,2023-04-10 16:06:36,IL0065100930,ZIM,"ZIM Integrated Shipping Services",2.8000000000,16.98,USD,1.08374,,"EUR",43.94,"EUR",,,,,,,,EOF2354966615,0.07,"EUR"
Market buy,2023-04-10 16:07:02,IL0065100930,ZIM,"ZIM Integrated Shipping Services",0.1400000000,16.99,USD,1.08611,,"EUR",2.19,"EUR",,,,,,,,EOF2354966654,,
Market sell,2023-04-11 11:32:27,GB00B15KY328,SLVR,"WisdomTree Silver",7.0000000000,21.83,USD,1.09125,11.20,"EUR",139.79,"EUR",,,,,,,,EOF2355786195,0.21,"EUR"
Market sell,2023-04-11 11:33:37,GB00B15KXX56,BULL,"WisdomTree Gold",10.0000000000,21.04,USD,1.09119,13.00,"EUR",192.48,"EUR",,,,,,,,EOF2355786257,0.29,"EUR"
Deposit,2023-04-12 06:22:50,,,,,,,,,,500.00,"EUR",,,,,,,"Bank Transfer",b47fc971-2136-4376-9a9b-f6cb89508ade,,
Market buy,2023-04-12 07:48:35,JE00BN7KB664,WEAT,"WisdomTree Wheat",20.0000000000,0.66,USD,1.09210,,"EUR",12.18,"EUR",,,,,,,,EOF2357814149,0.02,"EUR"
Market buy,2023-04-12 07:48:59,JE00BN7KB664,WEAT,"WisdomTree Wheat",10.0000000000,0.66,USD,1.09210,,"EUR",6.09,"EUR",,,,,,,,EOF2357814157,0.01,"EUR"
Market buy,2023-04-12 07:50:04,IE00B94QLN63,2PAL,"WisdomTree Palladium 2x Leveraged",1.0000000000,26.36,USD,1.09286,,"EUR",24.16,"EUR",,,,,,,,EOF2357814214,0.04,"EUR"
Market buy,2023-04-12 07:51:42,GB00B15KY211,NICK,"WisdomTree Nickel",1.0000000000,21.55,USD,1.09279,,"EUR",19.75,"EUR",,,,,,,,EOF2357814286,0.03,"EUR"
Market buy,2023-04-12 07:52:17,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.42,USD,1.09265,,"EUR",38.59,"EUR",,,,,,,,EOF2357814308,0.06,"EUR"
Market buy,2023-04-12 07:52:29,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",6.0000000000,0.42,USD,1.09350,,"EUR",2.31,"EUR",,,,,,,,EOF2357814317,,
Market buy,2023-04-12 07:53:18,JE00BDD9Q956,LNGA,"WisdomTree Natural Gas 2x Leveraged",100.0000000000,0.42,USD,1.09265,,"EUR",38.59,"EUR",,,,,,,,EOF2357814340,0.06,"EUR"
Market buy,2023-04-12 07:55:23,JE00BN7KB441,CORN,"WisdomTree Corn",10.0000000000,1.31,USD,1.09288,,"EUR",11.97,"EUR",,,,,,,,EOF2357814401,0.02,"EUR"
Market buy,2023-04-12 08:20:29,IE00B4QNHZ41,DES2,"L&G DAX 2x Short (Acc)",80.0000000000,1.35,EUR,1.00000,,"EUR",108.06,"EUR",,,,,,,,EOF2357815794,,
Market buy,2023-04-12 08:21:09,XS2399364665,SPYS,"Leverage Shares -5x Short S&P 500",25.0000000000,4.74,USD,1.09256,,"EUR",108.62,"EUR",,,,,,,,EOF2357815833,0.16,"EUR"
Market buy,2023-04-12 08:25:23,XS2706225427,NV3S,"Leverage Shares -3x Short Nvidia NVDA",58.0000000000,0.59,USD,1.09250,,"EUR",31.50,"EUR",,,,,,,,EOF2357816031,0.05,"EUR"
Market buy,2023-04-12 08:25:31,LU0832435464,VOOL,"Amundi S&P 500 VIX Futures Enhanced Roll (Acc)",10.0000000000,2.29,EUR,1.00000,,"EUR",22.86,"EUR",,,,,,,,EOF2357816033,,
Limit buy,2023-04-12 12:45:23,XS2836637525,3SMI,"GraniteShares 3x Short MicroStrategy",150000.0000000000,0.00,USD,1.09709,,"EUR",54.77,"EUR",,,,,,,,EOF2357832354,0.08,"EUR"
Market sell,2023-04-12 13:11:29,GB00B15KY328,SLVR,"WisdomTree Silver",5.0000000000,22.21,USD,1.09697,9.22,"EUR",101.06,"EUR",,,,,,,,EOF2357835478,0.15,"EUR"
